'Configuration Parameter:;"Decimal separator: , List separator: ; ";Layout Version V6.2;WinCC Version K7.0.3.5
'Var Version V1.0;
'Varname;Conn;Group;Spec;Flag;CTyp;CLen;CPro;CFor;P1;P2;P3;P4;P5;P6;L1;L2;L3;L4;L5;L6;L7;L8;LF1;LF2;LF3;LF4;SCF;SPU;SPO;SVU;SVO;Creator-ID
ZRU6_ZRU6_UVL_Cell16_PM130_Ubc;ZRU6_ZRU6;UVL_ZRU6_ZRU6;"0x1289";0;1;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ZRU6_ZRU6_UVL_Cell16_PM130_Uca;ZRU6_ZRU6;UVL_ZRU6_ZRU6;"0x1289";0;1;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ZRU6_ZRU6_UVL_Cell16_PM130_Pa;ZRU6_ZRU6;UVL_ZRU6_ZRU6;"0x1289";0;1;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ZRU6_ZRU6_UVL_Cell16_PM130_Pb;ZRU6_ZRU6;UVL_ZRU6_ZRU6;"0x1289";0;1;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ZRU6_ZRU6_UVL_Cell16_PM130_Pc;ZRU6_ZRU6;UVL_ZRU6_ZRU6;"0x1289";0;1;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ZRU6_ZRU6_UVL_Cell16_PM130_Qa;ZRU6_ZRU6;UVL_ZRU6_ZRU6;"0x1289";0;1;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ZRU6_ZRU6_UVL_Cell16_PM130_Qb;ZRU6_ZRU6;UVL_ZRU6_ZRU6;"0x1289";0;1;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ZRU6_ZRU6_UVL_Cell16_PM130_Qc;ZRU6_ZRU6;UVL_ZRU6_ZRU6;"0x1289";0;1;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ZRU6_ZRU6_UVL_Cell16_PM130_Sa;ZRU6_ZRU6;UVL_ZRU6_ZRU6;"0x1289";0;1;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ZRU6_ZRU6_UVL_Cell16_PM130_Sb;ZRU6_ZRU6;UVL_ZRU6_ZRU6;"0x1289";0;1;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ZRU6_ZRU6_UVL_Cell16_PM130_Sc;ZRU6_ZRU6;UVL_ZRU6_ZRU6;"0x1289";0;1;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ZRU6_ZRU6_UVL_Cell16_PM130_f;ZRU6_ZRU6;UVL_ZRU6_ZRU6;"0x1289";0;1;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ZRU6_ZRU6_UVL_Cell16_PM130_cosa;ZRU6_ZRU6;UVL_ZRU6_ZRU6;"0x1289";0;1;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ZRU6_ZRU6_UVL_Cell16_PM130_cosb;ZRU6_ZRU6;UVL_ZRU6_ZRU6;"0x1289";0;1;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ZRU6_ZRU6_UVL_Cell16_PM130_cosc;ZRU6_ZRU6;UVL_ZRU6_ZRU6;"0x1289";0;1;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ZRU6_ZRU6_UVL_Cell16_PM130_Phase_Shift_Ua;ZRU6_ZRU6;UVL_ZRU6_ZRU6;"0x1289";0;1;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ZRU6_ZRU6_UVL_Cell16_PM130_Phase_Shift_Ub;ZRU6_ZRU6;UVL_ZRU6_ZRU6;"0x1289";0;1;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ZRU6_ZRU6_UVL_Cell16_PM130_Phase_Shift_Uc;ZRU6_ZRU6;UVL_ZRU6_ZRU6;"0x1289";0;1;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ZRU6_ZRU6_UVL_Cell16_PM130_Mean_Ia;ZRU6_ZRU6;UVL_ZRU6_ZRU6;"0x1289";0;1;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ZRU6_ZRU6_UVL_Cell16_PM130_Mean_Ib;ZRU6_ZRU6;UVL_ZRU6_ZRU6;"0x1289";0;1;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ZRU6_ZRU6_UVL_Cell16_PM130_Mean_Ic;ZRU6_ZRU6;UVL_ZRU6_ZRU6;"0x1289";0;1;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ZRU6_ZRU6_UVL_Cell16_PM130_P;ZRU6_ZRU6;UVL_ZRU6_ZRU6;"0x1289";0;1;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ZRU6_ZRU6_UVL_Cell16_PM130_Q;ZRU6_ZRU6;UVL_ZRU6_ZRU6;"0x1289";0;1;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ZRU6_ZRU6_UVL_Cell16_PM130_S;ZRU6_ZRU6;UVL_ZRU6_ZRU6;"0x1289";0;1;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ZRU6_ZRU6_UVL_Cell17_PM130_Ia;ZRU6_ZRU6;UVL_ZRU6_ZRU6;"0x1291";0;1;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ZRU6_ZRU6_UVL_Cell17_PM130_Ib;ZRU6_ZRU6;UVL_ZRU6_ZRU6;"0x1291";0;1;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ZRU6_ZRU6_UVL_Cell17_PM130_Ic;ZRU6_ZRU6;UVL_ZRU6_ZRU6;"0x1291";0;1;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ZRU6_ZRU6_UVL_Cell17_PM130_Ua;ZRU6_ZRU6;UVL_ZRU6_ZRU6;"0x1291";0;1;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ZRU6_ZRU6_UVL_Cell17_PM130_Ub;ZRU6_ZRU6;UVL_ZRU6_ZRU6;"0x1291";0;1;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ZRU6_ZRU6_UVL_Cell17_PM130_Uc;ZRU6_ZRU6;UVL_ZRU6_ZRU6;"0x1291";0;1;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ZRU6_ZRU6_UVL_Cell17_PM130_Uab;ZRU6_ZRU6;UVL_ZRU6_ZRU6;"0x1291";0;1;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ZRU6_ZRU6_UVL_Cell17_PM130_Ubc;ZRU6_ZRU6;UVL_ZRU6_ZRU6;"0x1291";0;1;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ZRU6_ZRU6_UVL_Cell17_PM130_Uca;ZRU6_ZRU6;UVL_ZRU6_ZRU6;"0x1291";0;1;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ZRU6_ZRU6_UVL_Cell17_PM130_Pa;ZRU6_ZRU6;UVL_ZRU6_ZRU6;"0x1291";0;1;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ZRU6_ZRU6_UVL_Cell17_PM130_Pb;ZRU6_ZRU6;UVL_ZRU6_ZRU6;"0x1291";0;1;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ZRU6_ZRU6_UVL_Cell17_PM130_Pc;ZRU6_ZRU6;UVL_ZRU6_ZRU6;"0x1291";0;1;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ZRU6_ZRU6_UVL_Cell17_PM130_Qa;ZRU6_ZRU6;UVL_ZRU6_ZRU6;"0x1291";0;1;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ZRU6_ZRU6_UVL_Cell17_PM130_Qb;ZRU6_ZRU6;UVL_ZRU6_ZRU6;"0x1291";0;1;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ZRU6_ZRU6_UVL_Cell17_PM130_Qc;ZRU6_ZRU6;UVL_ZRU6_ZRU6;"0x1291";0;1;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ZRU6_ZRU6_UVL_Cell17_PM130_Sa;ZRU6_ZRU6;UVL_ZRU6_ZRU6;"0x1291";0;1;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ZRU6_ZRU6_UVL_Cell17_PM130_Sb;ZRU6_ZRU6;UVL_ZRU6_ZRU6;"0x1291";0;1;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ZRU6_ZRU6_UVL_Cell17_PM130_Sc;ZRU6_ZRU6;UVL_ZRU6_ZRU6;"0x1291";0;1;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ZRU6_ZRU6_UVL_Cell17_PM130_f;ZRU6_ZRU6;UVL_ZRU6_ZRU6;"0x1291";0;1;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ZRU6_ZRU6_UVL_Cell17_PM130_cosa;ZRU6_ZRU6;UVL_ZRU6_ZRU6;"0x1291";0;1;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ZRU6_ZRU6_UVL_Cell17_PM130_cosb;ZRU6_ZRU6;UVL_ZRU6_ZRU6;"0x1291";0;1;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ZRU6_ZRU6_UVL_Cell17_PM130_cosc;ZRU6_ZRU6;UVL_ZRU6_ZRU6;"0x1291";0;1;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ZRU6_ZRU6_UVL_Cell17_PM130_Phase_Shift_Ua;ZRU6_ZRU6;UVL_ZRU6_ZRU6;"0x1291";0;1;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ZRU6_ZRU6_UVL_Cell17_PM130_Phase_Shift_Ub;ZRU6_ZRU6;UVL_ZRU6_ZRU6;"0x1291";0;1;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ZRU6_ZRU6_UVL_Cell17_PM130_Phase_Shift_Uc;ZRU6_ZRU6;UVL_ZRU6_ZRU6;"0x1291";0;1;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ZRU6_ZRU6_UVL_Cell17_PM130_Mean_Ia;ZRU6_ZRU6;UVL_ZRU6_ZRU6;"0x1291";0;1;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ZRU6_ZRU6_UVL_Cell17_PM130_Mean_Ib;ZRU6_ZRU6;UVL_ZRU6_ZRU6;"0x1291";0;1;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ZRU6_ZRU6_UVL_Cell17_PM130_Mean_Ic;ZRU6_ZRU6;UVL_ZRU6_ZRU6;"0x1291";0;1;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ZRU6_ZRU6_UVL_Cell17_PM130_P;ZRU6_ZRU6;UVL_ZRU6_ZRU6;"0x1291";0;1;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ZRU6_ZRU6_UVL_Cell17_PM130_Q;ZRU6_ZRU6;UVL_ZRU6_ZRU6;"0x1291";0;1;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ZRU6_ZRU6_UVL_Cell17_PM130_S;ZRU6_ZRU6;UVL_ZRU6_ZRU6;"0x1291";0;1;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ZRU6_ZRU6_UVL_Cell18_PM130_Ia;ZRU6_ZRU6;UVL_ZRU6_ZRU6;"0x1293";0;1;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ZRU6_ZRU6_UVL_Cell18_PM130_Ib;ZRU6_ZRU6;UVL_ZRU6_ZRU6;"0x1293";0;1;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ZRU6_ZRU6_UVL_Cell18_PM130_Ic;ZRU6_ZRU6;UVL_ZRU6_ZRU6;"0x1293";0;1;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ZRU6_ZRU6_UVL_Cell18_PM130_Ua;ZRU6_ZRU6;UVL_ZRU6_ZRU6;"0x1293";0;1;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ZRU6_ZRU6_UVL_Cell18_PM130_Ub;ZRU6_ZRU6;UVL_ZRU6_ZRU6;"0x1293";0;1;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ZRU6_ZRU6_UVL_Cell18_PM130_Uc;ZRU6_ZRU6;UVL_ZRU6_ZRU6;"0x1293";0;1;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ZRU6_ZRU6_UVL_Cell18_PM130_Uab;ZRU6_ZRU6;UVL_ZRU6_ZRU6;"0x1293";0;1;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ZRU6_ZRU6_UVL_Cell18_PM130_Ubc;ZRU6_ZRU6;UVL_ZRU6_ZRU6;"0x1293";0;1;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ZRU6_ZRU6_UVL_Cell18_PM130_Uca;ZRU6_ZRU6;UVL_ZRU6_ZRU6;"0x1293";0;1;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ZRU6_ZRU6_UVL_Cell18_PM130_Pa;ZRU6_ZRU6;UVL_ZRU6_ZRU6;"0x1293";0;1;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ZRU6_ZRU6_UVL_Cell18_PM130_Pb;ZRU6_ZRU6;UVL_ZRU6_ZRU6;"0x1293";0;1;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ZRU6_ZRU6_UVL_Cell18_PM130_Pc;ZRU6_ZRU6;UVL_ZRU6_ZRU6;"0x1293";0;1;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ZRU6_ZRU6_UVL_Cell18_PM130_Qa;ZRU6_ZRU6;UVL_ZRU6_ZRU6;"0x1293";0;1;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ZRU6_ZRU6_UVL_Cell18_PM130_Qb;ZRU6_ZRU6;UVL_ZRU6_ZRU6;"0x1293";0;1;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ZRU6_ZRU6_UVL_Cell18_PM130_Qc;ZRU6_ZRU6;UVL_ZRU6_ZRU6;"0x1293";0;1;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ZRU6_ZRU6_UVL_Cell18_PM130_Sa;ZRU6_ZRU6;UVL_ZRU6_ZRU6;"0x1293";0;1;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ZRU6_ZRU6_UVL_Cell18_PM130_Sb;ZRU6_ZRU6;UVL_ZRU6_ZRU6;"0x1293";0;1;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ZRU6_ZRU6_UVL_Cell18_PM130_Sc;ZRU6_ZRU6;UVL_ZRU6_ZRU6;"0x1293";0;1;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ZRU6_ZRU6_UVL_Cell18_PM130_f;ZRU6_ZRU6;UVL_ZRU6_ZRU6;"0x1293";0;1;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ZRU6_ZRU6_UVL_Cell18_PM130_cosa;ZRU6_ZRU6;UVL_ZRU6_ZRU6;"0x1293";0;1;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ZRU6_ZRU6_UVL_Cell18_PM130_cosb;ZRU6_ZRU6;UVL_ZRU6_ZRU6;"0x1293";0;1;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ZRU6_ZRU6_UVL_Cell18_PM130_cosc;ZRU6_ZRU6;UVL_ZRU6_ZRU6;"0x1293";0;1;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ZRU6_ZRU6_UVL_Cell18_PM130_Phase_Shift_Ua;ZRU6_ZRU6;UVL_ZRU6_ZRU6;"0x1293";0;1;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ZRU6_ZRU6_UVL_Cell18_PM130_Phase_Shift_Ub;ZRU6_ZRU6;UVL_ZRU6_ZRU6;"0x1293";0;1;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ZRU6_ZRU6_UVL_Cell18_PM130_Phase_Shift_Uc;ZRU6_ZRU6;UVL_ZRU6_ZRU6;"0x1293";0;1;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ZRU6_ZRU6_UVL_Cell18_PM130_Mean_Ia;ZRU6_ZRU6;UVL_ZRU6_ZRU6;"0x1293";0;1;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ZRU6_ZRU6_UVL_Cell18_PM130_Mean_Ib;ZRU6_ZRU6;UVL_ZRU6_ZRU6;"0x1293";0;1;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ZRU6_ZRU6_UVL_Cell18_PM130_Mean_Ic;ZRU6_ZRU6;UVL_ZRU6_ZRU6;"0x1293";0;1;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ZRU6_ZRU6_UVL_Cell18_PM130_P;ZRU6_ZRU6;UVL_ZRU6_ZRU6;"0x1293";0;1;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ZRU6_ZRU6_UVL_Cell18_PM130_Q;ZRU6_ZRU6;UVL_ZRU6_ZRU6;"0x1293";0;1;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ZRU6_ZRU6_UVL_Cell18_PM130_S;ZRU6_ZRU6;UVL_ZRU6_ZRU6;"0x1293";0;1;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ZRU6_ZRU6_UVL_Cell19_PM130_Ia;ZRU6_ZRU6;UVL_ZRU6_ZRU6;"0x1295";0;1;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ZRU6_ZRU6_UVL_Cell19_PM130_Ib;ZRU6_ZRU6;UVL_ZRU6_ZRU6;"0x1295";0;1;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ZRU6_ZRU6_UVL_Cell19_PM130_Ic;ZRU6_ZRU6;UVL_ZRU6_ZRU6;"0x1295";0;1;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ZRU6_ZRU6_UVL_Cell19_PM130_Ua;ZRU6_ZRU6;UVL_ZRU6_ZRU6;"0x1295";0;1;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ZRU6_ZRU6_UVL_Cell19_PM130_Ub;ZRU6_ZRU6;UVL_ZRU6_ZRU6;"0x1295";0;1;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ZRU6_ZRU6_UVL_Cell19_PM130_Uc;ZRU6_ZRU6;UVL_ZRU6_ZRU6;"0x1295";0;1;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ZRU6_ZRU6_UVL_Cell19_PM130_Uab;ZRU6_ZRU6;UVL_ZRU6_ZRU6;"0x1295";0;1;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ZRU6_ZRU6_UVL_Cell19_PM130_Ubc;ZRU6_ZRU6;UVL_ZRU6_ZRU6;"0x1295";0;1;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ZRU6_ZRU6_UVL_Cell19_PM130_Uca;ZRU6_ZRU6;UVL_ZRU6_ZRU6;"0x1295";0;1;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ZRU6_ZRU6_UVL_Cell19_PM130_Pa;ZRU6_ZRU6;UVL_ZRU6_ZRU6;"0x1295";0;1;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ZRU6_ZRU6_UVL_Cell19_PM130_Pb;ZRU6_ZRU6;UVL_ZRU6_ZRU6;"0x1295";0;1;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ZRU6_ZRU6_UVL_Cell19_PM130_Pc;ZRU6_ZRU6;UVL_ZRU6_ZRU6;"0x1295";0;1;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ZRU6_ZRU6_UVL_Cell19_PM130_Qa;ZRU6_ZRU6;UVL_ZRU6_ZRU6;"0x1295";0;1;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ZRU6_ZRU6_UVL_Cell19_PM130_Qb;ZRU6_ZRU6;UVL_ZRU6_ZRU6;"0x1295";0;1;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ZRU6_ZRU6_UVL_Cell19_PM130_Qc;ZRU6_ZRU6;UVL_ZRU6_ZRU6;"0x1295";0;1;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ZRU6_ZRU6_UVL_Cell19_PM130_Sa;ZRU6_ZRU6;UVL_ZRU6_ZRU6;"0x1295";0;1;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ZRU6_ZRU6_UVL_Cell19_PM130_Sb;ZRU6_ZRU6;UVL_ZRU6_ZRU6;"0x1295";0;1;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ZRU6_ZRU6_UVL_Cell19_PM130_Sc;ZRU6_ZRU6;UVL_ZRU6_ZRU6;"0x1295";0;1;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ZRU6_ZRU6_UVL_Cell19_PM130_f;ZRU6_ZRU6;UVL_ZRU6_ZRU6;"0x1295";0;1;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ZRU6_ZRU6_UVL_Cell19_PM130_cosa;ZRU6_ZRU6;UVL_ZRU6_ZRU6;"0x1295";0;1;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ZRU6_ZRU6_UVL_Cell19_PM130_cosb;ZRU6_ZRU6;UVL_ZRU6_ZRU6;"0x1295";0;1;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ZRU6_ZRU6_UVL_Cell19_PM130_cosc;ZRU6_ZRU6;UVL_ZRU6_ZRU6;"0x1295";0;1;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ZRU6_ZRU6_UVL_Cell19_PM130_Phase_Shift_Ua;ZRU6_ZRU6;UVL_ZRU6_ZRU6;"0x1295";0;1;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ZRU6_ZRU6_UVL_Cell19_PM130_Phase_Shift_Ub;ZRU6_ZRU6;UVL_ZRU6_ZRU6;"0x1295";0;1;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ZRU6_ZRU6_UVL_Cell19_PM130_Phase_Shift_Uc;ZRU6_ZRU6;UVL_ZRU6_ZRU6;"0x1295";0;1;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ZRU6_ZRU6_UVL_Cell19_PM130_Mean_Ia;ZRU6_ZRU6;UVL_ZRU6_ZRU6;"0x1295";0;1;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ZRU6_ZRU6_UVL_Cell19_PM130_Mean_Ib;ZRU6_ZRU6;UVL_ZRU6_ZRU6;"0x1295";0;1;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
