'Configuration Parameter:;"Decimal separator: , List separator: ; ";Layout Version V6.2;WinCC Version K7.0.3.5
'Var Version V1.0;
'Varname;Conn;Group;Spec;Flag;CTyp;CLen;CPro;CFor;P1;P2;P3;P4;P5;P6;L1;L2;L3;L4;L5;L6;L7;L8;LF1;LF2;LF3;LF4;SCF;SPU;SPO;SVU;SVO;Creator-ID
ZRU6_ZRU6_EvalPar_Cell18_PM130_Uca;ZRU6_ZRU6;EvalPar_ZRU6_ZRU6;"3x401353";0;8;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ZRU6_ZRU6_EvalPar_Cell18_PM130_Pa;ZRU6_ZRU6;EvalPar_ZRU6_ZRU6;"3x401355";0;8;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ZRU6_ZRU6_EvalPar_Cell18_PM130_Pb;ZRU6_ZRU6;EvalPar_ZRU6_ZRU6;"3x401357";0;8;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ZRU6_ZRU6_EvalPar_Cell18_PM130_Pc;ZRU6_ZRU6;EvalPar_ZRU6_ZRU6;"3x401359";0;8;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ZRU6_ZRU6_EvalPar_Cell18_PM130_Qa;ZRU6_ZRU6;EvalPar_ZRU6_ZRU6;"3x401361";0;8;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ZRU6_ZRU6_EvalPar_Cell18_PM130_Qb;ZRU6_ZRU6;EvalPar_ZRU6_ZRU6;"3x401363";0;8;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ZRU6_ZRU6_EvalPar_Cell18_PM130_Qc;ZRU6_ZRU6;EvalPar_ZRU6_ZRU6;"3x401365";0;8;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ZRU6_ZRU6_EvalPar_Cell18_PM130_Sa;ZRU6_ZRU6;EvalPar_ZRU6_ZRU6;"3x401367";0;8;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ZRU6_ZRU6_EvalPar_Cell18_PM130_Sb;ZRU6_ZRU6;EvalPar_ZRU6_ZRU6;"3x401369";0;8;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ZRU6_ZRU6_EvalPar_Cell18_PM130_Sc;ZRU6_ZRU6;EvalPar_ZRU6_ZRU6;"3x401371";0;8;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ZRU6_ZRU6_EvalPar_Cell18_PM130_f;ZRU6_ZRU6;EvalPar_ZRU6_ZRU6;"3x401373";0;8;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ZRU6_ZRU6_EvalPar_Cell18_PM130_cosa;ZRU6_ZRU6;EvalPar_ZRU6_ZRU6;"3x401375";0;8;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ZRU6_ZRU6_EvalPar_Cell18_PM130_cosb;ZRU6_ZRU6;EvalPar_ZRU6_ZRU6;"3x401377";0;8;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ZRU6_ZRU6_EvalPar_Cell18_PM130_cosc;ZRU6_ZRU6;EvalPar_ZRU6_ZRU6;"3x401379";0;8;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ZRU6_ZRU6_EvalPar_Cell18_PM130_Phase_Shift_Ua;ZRU6_ZRU6;EvalPar_ZRU6_ZRU6;"3x401381";0;8;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ZRU6_ZRU6_EvalPar_Cell18_PM130_Phase_Shift_Ub;ZRU6_ZRU6;EvalPar_ZRU6_ZRU6;"3x401383";0;8;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ZRU6_ZRU6_EvalPar_Cell18_PM130_Phase_Shift_Uc;ZRU6_ZRU6;EvalPar_ZRU6_ZRU6;"3x401385";0;8;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ZRU6_ZRU6_EvalPar_Cell18_PM130_Mean_Ia;ZRU6_ZRU6;EvalPar_ZRU6_ZRU6;"3x401387";0;8;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ZRU6_ZRU6_EvalPar_Cell18_PM130_Mean_Ib;ZRU6_ZRU6;EvalPar_ZRU6_ZRU6;"3x401389";0;8;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ZRU6_ZRU6_EvalPar_Cell18_PM130_Mean_Ic;ZRU6_ZRU6;EvalPar_ZRU6_ZRU6;"3x401391";0;8;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ZRU6_ZRU6_EvalPar_Cell18_PM130_P;ZRU6_ZRU6;EvalPar_ZRU6_ZRU6;"3x401393";0;8;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ZRU6_ZRU6_EvalPar_Cell18_PM130_Q;ZRU6_ZRU6;EvalPar_ZRU6_ZRU6;"3x401395";0;8;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ZRU6_ZRU6_EvalPar_Cell18_PM130_S;ZRU6_ZRU6;EvalPar_ZRU6_ZRU6;"3x401397";0;8;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ZRU6_ZRU6_EvalPar_Cell19_PM130_Ia;ZRU6_ZRU6;EvalPar_ZRU6_ZRU6;"3x401401";0;8;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ZRU6_ZRU6_EvalPar_Cell19_PM130_Ib;ZRU6_ZRU6;EvalPar_ZRU6_ZRU6;"3x401403";0;8;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ZRU6_ZRU6_EvalPar_Cell19_PM130_Ic;ZRU6_ZRU6;EvalPar_ZRU6_ZRU6;"3x401405";0;8;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ZRU6_ZRU6_EvalPar_Cell19_PM130_Ua;ZRU6_ZRU6;EvalPar_ZRU6_ZRU6;"3x401407";0;8;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ZRU6_ZRU6_EvalPar_Cell19_PM130_Ub;ZRU6_ZRU6;EvalPar_ZRU6_ZRU6;"3x401409";0;8;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ZRU6_ZRU6_EvalPar_Cell19_PM130_Uc;ZRU6_ZRU6;EvalPar_ZRU6_ZRU6;"3x401411";0;8;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ZRU6_ZRU6_EvalPar_Cell19_PM130_Uab;ZRU6_ZRU6;EvalPar_ZRU6_ZRU6;"3x401413";0;8;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ZRU6_ZRU6_EvalPar_Cell19_PM130_Ubc;ZRU6_ZRU6;EvalPar_ZRU6_ZRU6;"3x401415";0;8;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ZRU6_ZRU6_EvalPar_Cell19_PM130_Uca;ZRU6_ZRU6;EvalPar_ZRU6_ZRU6;"3x401417";0;8;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ZRU6_ZRU6_EvalPar_Cell19_PM130_Pa;ZRU6_ZRU6;EvalPar_ZRU6_ZRU6;"3x401419";0;8;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ZRU6_ZRU6_EvalPar_Cell19_PM130_Pb;ZRU6_ZRU6;EvalPar_ZRU6_ZRU6;"3x401421";0;8;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ZRU6_ZRU6_EvalPar_Cell19_PM130_Pc;ZRU6_ZRU6;EvalPar_ZRU6_ZRU6;"3x401423";0;8;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ZRU6_ZRU6_EvalPar_Cell19_PM130_Qa;ZRU6_ZRU6;EvalPar_ZRU6_ZRU6;"3x401425";0;8;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ZRU6_ZRU6_EvalPar_Cell19_PM130_Qb;ZRU6_ZRU6;EvalPar_ZRU6_ZRU6;"3x401427";0;8;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ZRU6_ZRU6_EvalPar_Cell19_PM130_Qc;ZRU6_ZRU6;EvalPar_ZRU6_ZRU6;"3x401429";0;8;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ZRU6_ZRU6_EvalPar_Cell19_PM130_Sa;ZRU6_ZRU6;EvalPar_ZRU6_ZRU6;"3x401431";0;8;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ZRU6_ZRU6_EvalPar_Cell19_PM130_Sb;ZRU6_ZRU6;EvalPar_ZRU6_ZRU6;"3x401433";0;8;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ZRU6_ZRU6_EvalPar_Cell19_PM130_Sc;ZRU6_ZRU6;EvalPar_ZRU6_ZRU6;"3x401435";0;8;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ZRU6_ZRU6_EvalPar_Cell19_PM130_f;ZRU6_ZRU6;EvalPar_ZRU6_ZRU6;"3x401437";0;8;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ZRU6_ZRU6_EvalPar_Cell19_PM130_cosa;ZRU6_ZRU6;EvalPar_ZRU6_ZRU6;"3x401439";0;8;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ZRU6_ZRU6_EvalPar_Cell19_PM130_cosb;ZRU6_ZRU6;EvalPar_ZRU6_ZRU6;"3x401441";0;8;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ZRU6_ZRU6_EvalPar_Cell19_PM130_cosc;ZRU6_ZRU6;EvalPar_ZRU6_ZRU6;"3x401443";0;8;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ZRU6_ZRU6_EvalPar_Cell19_PM130_Phase_Shift_Ua;ZRU6_ZRU6;EvalPar_ZRU6_ZRU6;"3x401445";0;8;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ZRU6_ZRU6_EvalPar_Cell19_PM130_Phase_Shift_Ub;ZRU6_ZRU6;EvalPar_ZRU6_ZRU6;"3x401447";0;8;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ZRU6_ZRU6_EvalPar_Cell19_PM130_Phase_Shift_Uc;ZRU6_ZRU6;EvalPar_ZRU6_ZRU6;"3x401449";0;8;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ZRU6_ZRU6_EvalPar_Cell19_PM130_Mean_Ia;ZRU6_ZRU6;EvalPar_ZRU6_ZRU6;"3x401451";0;8;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ZRU6_ZRU6_EvalPar_Cell19_PM130_Mean_Ib;ZRU6_ZRU6;EvalPar_ZRU6_ZRU6;"3x401453";0;8;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ZRU6_ZRU6_EvalPar_Cell19_PM130_Mean_Ic;ZRU6_ZRU6;EvalPar_ZRU6_ZRU6;"3x401455";0;8;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ZRU6_ZRU6_EvalPar_Cell19_PM130_P;ZRU6_ZRU6;EvalPar_ZRU6_ZRU6;"3x401457";0;8;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ZRU6_ZRU6_EvalPar_Cell19_PM130_Q;ZRU6_ZRU6;EvalPar_ZRU6_ZRU6;"3x401459";0;8;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ZRU6_ZRU6_EvalPar_Cell19_PM130_S;ZRU6_ZRU6;EvalPar_ZRU6_ZRU6;"3x401461";0;8;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ZRU6_ZRU6_EvalPar_Cell20_PM130_Ia;ZRU6_ZRU6;EvalPar_ZRU6_ZRU6;"3x401465";0;8;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ZRU6_ZRU6_EvalPar_Cell20_PM130_Ib;ZRU6_ZRU6;EvalPar_ZRU6_ZRU6;"3x401467";0;8;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ZRU6_ZRU6_EvalPar_Cell20_PM130_Ic;ZRU6_ZRU6;EvalPar_ZRU6_ZRU6;"3x401469";0;8;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ZRU6_ZRU6_EvalPar_Cell20_PM130_Ua;ZRU6_ZRU6;EvalPar_ZRU6_ZRU6;"3x401471";0;8;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ZRU6_ZRU6_EvalPar_Cell20_PM130_Ub;ZRU6_ZRU6;EvalPar_ZRU6_ZRU6;"3x401473";0;8;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ZRU6_ZRU6_EvalPar_Cell20_PM130_Uc;ZRU6_ZRU6;EvalPar_ZRU6_ZRU6;"3x401475";0;8;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ZRU6_ZRU6_EvalPar_Cell20_PM130_Uab;ZRU6_ZRU6;EvalPar_ZRU6_ZRU6;"3x401477";0;8;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ZRU6_ZRU6_EvalPar_Cell20_PM130_Ubc;ZRU6_ZRU6;EvalPar_ZRU6_ZRU6;"3x401479";0;8;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ZRU6_ZRU6_EvalPar_Cell20_PM130_Uca;ZRU6_ZRU6;EvalPar_ZRU6_ZRU6;"3x401481";0;8;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ZRU6_ZRU6_EvalPar_Cell20_PM130_Pa;ZRU6_ZRU6;EvalPar_ZRU6_ZRU6;"3x401483";0;8;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ZRU6_ZRU6_EvalPar_Cell20_PM130_Pb;ZRU6_ZRU6;EvalPar_ZRU6_ZRU6;"3x401485";0;8;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ZRU6_ZRU6_EvalPar_Cell20_PM130_Pc;ZRU6_ZRU6;EvalPar_ZRU6_ZRU6;"3x401487";0;8;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ZRU6_ZRU6_EvalPar_Cell20_PM130_Qa;ZRU6_ZRU6;EvalPar_ZRU6_ZRU6;"3x401489";0;8;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ZRU6_ZRU6_EvalPar_Cell20_PM130_Qb;ZRU6_ZRU6;EvalPar_ZRU6_ZRU6;"3x401491";0;8;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ZRU6_ZRU6_EvalPar_Cell20_PM130_Qc;ZRU6_ZRU6;EvalPar_ZRU6_ZRU6;"3x401493";0;8;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ZRU6_ZRU6_EvalPar_Cell20_PM130_Sa;ZRU6_ZRU6;EvalPar_ZRU6_ZRU6;"3x401495";0;8;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ZRU6_ZRU6_EvalPar_Cell20_PM130_Sb;ZRU6_ZRU6;EvalPar_ZRU6_ZRU6;"3x401497";0;8;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ZRU6_ZRU6_EvalPar_Cell20_PM130_Sc;ZRU6_ZRU6;EvalPar_ZRU6_ZRU6;"3x401499";0;8;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ZRU6_ZRU6_EvalPar_Cell20_PM130_f;ZRU6_ZRU6;EvalPar_ZRU6_ZRU6;"3x401501";0;8;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ZRU6_ZRU6_EvalPar_Cell20_PM130_cosa;ZRU6_ZRU6;EvalPar_ZRU6_ZRU6;"3x401503";0;8;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ZRU6_ZRU6_EvalPar_Cell20_PM130_cosb;ZRU6_ZRU6;EvalPar_ZRU6_ZRU6;"3x401505";0;8;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ZRU6_ZRU6_EvalPar_Cell20_PM130_cosc;ZRU6_ZRU6;EvalPar_ZRU6_ZRU6;"3x401507";0;8;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ZRU6_ZRU6_EvalPar_Cell20_PM130_Phase_Shift_Ua;ZRU6_ZRU6;EvalPar_ZRU6_ZRU6;"3x401509";0;8;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ZRU6_ZRU6_EvalPar_Cell20_PM130_Phase_Shift_Ub;ZRU6_ZRU6;EvalPar_ZRU6_ZRU6;"3x401511";0;8;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ZRU6_ZRU6_EvalPar_Cell20_PM130_Phase_Shift_Uc;ZRU6_ZRU6;EvalPar_ZRU6_ZRU6;"3x401513";0;8;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ZRU6_ZRU6_EvalPar_Cell20_PM130_Mean_Ia;ZRU6_ZRU6;EvalPar_ZRU6_ZRU6;"3x401515";0;8;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ZRU6_ZRU6_EvalPar_Cell20_PM130_Mean_Ib;ZRU6_ZRU6;EvalPar_ZRU6_ZRU6;"3x401517";0;8;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ZRU6_ZRU6_EvalPar_Cell20_PM130_Mean_Ic;ZRU6_ZRU6;EvalPar_ZRU6_ZRU6;"3x401519";0;8;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ZRU6_ZRU6_EvalPar_Cell20_PM130_P;ZRU6_ZRU6;EvalPar_ZRU6_ZRU6;"3x401521";0;8;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ZRU6_ZRU6_EvalPar_Cell20_PM130_Q;ZRU6_ZRU6;EvalPar_ZRU6_ZRU6;"3x401523";0;8;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ZRU6_ZRU6_EvalPar_Cell20_PM130_S;ZRU6_ZRU6;EvalPar_ZRU6_ZRU6;"3x401525";0;8;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ZRU6_ZRU6_EvalPar_Cell22_PM130_Ia;ZRU6_ZRU6;EvalPar_ZRU6_ZRU6;"3x401529";0;8;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ZRU6_ZRU6_EvalPar_Cell22_PM130_Ib;ZRU6_ZRU6;EvalPar_ZRU6_ZRU6;"3x401531";0;8;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ZRU6_ZRU6_EvalPar_Cell22_PM130_Ic;ZRU6_ZRU6;EvalPar_ZRU6_ZRU6;"3x401533";0;8;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ZRU6_ZRU6_EvalPar_Cell22_PM130_Ua;ZRU6_ZRU6;EvalPar_ZRU6_ZRU6;"3x401535";0;8;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ZRU6_ZRU6_EvalPar_Cell22_PM130_Ub;ZRU6_ZRU6;EvalPar_ZRU6_ZRU6;"3x401537";0;8;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ZRU6_ZRU6_EvalPar_Cell22_PM130_Uc;ZRU6_ZRU6;EvalPar_ZRU6_ZRU6;"3x401539";0;8;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ZRU6_ZRU6_EvalPar_Cell22_PM130_Uab;ZRU6_ZRU6;EvalPar_ZRU6_ZRU6;"3x401541";0;8;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ZRU6_ZRU6_EvalPar_Cell22_PM130_Ubc;ZRU6_ZRU6;EvalPar_ZRU6_ZRU6;"3x401543";0;8;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ZRU6_ZRU6_EvalPar_Cell22_PM130_Uca;ZRU6_ZRU6;EvalPar_ZRU6_ZRU6;"3x401545";0;8;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ZRU6_ZRU6_EvalPar_Cell22_PM130_Pa;ZRU6_ZRU6;EvalPar_ZRU6_ZRU6;"3x401547";0;8;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ZRU6_ZRU6_EvalPar_Cell22_PM130_Pb;ZRU6_ZRU6;EvalPar_ZRU6_ZRU6;"3x401549";0;8;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ZRU6_ZRU6_EvalPar_Cell22_PM130_Pc;ZRU6_ZRU6;EvalPar_ZRU6_ZRU6;"3x401551";0;8;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ZRU6_ZRU6_EvalPar_Cell22_PM130_Qa;ZRU6_ZRU6;EvalPar_ZRU6_ZRU6;"3x401553";0;8;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ZRU6_ZRU6_EvalPar_Cell22_PM130_Qb;ZRU6_ZRU6;EvalPar_ZRU6_ZRU6;"3x401555";0;8;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ZRU6_ZRU6_EvalPar_Cell22_PM130_Qc;ZRU6_ZRU6;EvalPar_ZRU6_ZRU6;"3x401557";0;8;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ZRU6_ZRU6_EvalPar_Cell22_PM130_Sa;ZRU6_ZRU6;EvalPar_ZRU6_ZRU6;"3x401559";0;8;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ZRU6_ZRU6_EvalPar_Cell22_PM130_Sb;ZRU6_ZRU6;EvalPar_ZRU6_ZRU6;"3x401561";0;8;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ZRU6_ZRU6_EvalPar_Cell22_PM130_Sc;ZRU6_ZRU6;EvalPar_ZRU6_ZRU6;"3x401563";0;8;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ZRU6_ZRU6_EvalPar_Cell22_PM130_f;ZRU6_ZRU6;EvalPar_ZRU6_ZRU6;"3x401565";0;8;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ZRU6_ZRU6_EvalPar_Cell22_PM130_cosa;ZRU6_ZRU6;EvalPar_ZRU6_ZRU6;"3x401567";0;8;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ZRU6_ZRU6_EvalPar_Cell22_PM130_cosb;ZRU6_ZRU6;EvalPar_ZRU6_ZRU6;"3x401569";0;8;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ZRU6_ZRU6_EvalPar_Cell22_PM130_cosc;ZRU6_ZRU6;EvalPar_ZRU6_ZRU6;"3x401571";0;8;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ZRU6_ZRU6_EvalPar_Cell22_PM130_Phase_Shift_Ua;ZRU6_ZRU6;EvalPar_ZRU6_ZRU6;"3x401573";0;8;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ZRU6_ZRU6_EvalPar_Cell22_PM130_Phase_Shift_Ub;ZRU6_ZRU6;EvalPar_ZRU6_ZRU6;"3x401575";0;8;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
