"Item Location","Name","Simulate","Simulation Signal","Location Type","Read Access","Write Access","Starting Address","Bit Field","Bit Number","Bit Count","Modbus Type","Data Length","Vector","Number of elements","Manual","Manual Value","Use conversion","Conversion","Message Prefix","Generate Alarms","Limit Alarm Def.","Digital Alarm Def.","EU Units","Description","Close Label","Open Label","Default Display","Foreground Color","Background Color","Blink","BMP File","Sound File","HTML File","AVI File","Monitor","Associated","Associated type","Association","&Device	Ctrl+D","Master Tag","Code Number","Number of a Code"
"\\Address Space\OPC_SERVER\Virtual_Box\EvalPar_ZRU6_ZRU6","ZRU6_ZRU6_EvalPar_Cell19_PM130_Pc","No","","Holding Register (word, r/w)","Yes","No","1423","No","0","1","REAL","10","No","20","No","","Yes","None (to/from float)","","No","","","","","","","","0","0","No","","","","","Yes","No","1","","","No","No","0"
"\\Address Space\OPC_SERVER\Virtual_Box\EvalPar_ZRU6_ZRU6","ZRU6_ZRU6_EvalPar_Cell19_PM130_Qa","No","","Holding Register (word, r/w)","Yes","No","1425","No","0","1","REAL","10","No","20","No","","Yes","None (to/from float)","","No","","","","","","","","0","0","No","","","","","Yes","No","1","","","No","No","0"
"\\Address Space\OPC_SERVER\Virtual_Box\EvalPar_ZRU6_ZRU6","ZRU6_ZRU6_EvalPar_Cell19_PM130_Qb","No","","Holding Register (word, r/w)","Yes","No","1427","No","0","1","REAL","10","No","20","No","","Yes","None (to/from float)","","No","","","","","","","","0","0","No","","","","","Yes","No","1","","","No","No","0"
"\\Address Space\OPC_SERVER\Virtual_Box\EvalPar_ZRU6_ZRU6","ZRU6_ZRU6_EvalPar_Cell19_PM130_Qc","No","","Holding Register (word, r/w)","Yes","No","1429","No","0","1","REAL","10","No","20","No","","Yes","None (to/from float)","","No","","","","","","","","0","0","No","","","","","Yes","No","1","","","No","No","0"
"\\Address Space\OPC_SERVER\Virtual_Box\EvalPar_ZRU6_ZRU6","ZRU6_ZRU6_EvalPar_Cell19_PM130_Sa","No","","Holding Register (word, r/w)","Yes","No","1431","No","0","1","REAL","10","No","20","No","","Yes","None (to/from float)","","No","","","","","","","","0","0","No","","","","","Yes","No","1","","","No","No","0"
"\\Address Space\OPC_SERVER\Virtual_Box\EvalPar_ZRU6_ZRU6","ZRU6_ZRU6_EvalPar_Cell19_PM130_Sb","No","","Holding Register (word, r/w)","Yes","No","1433","No","0","1","REAL","10","No","20","No","","Yes","None (to/from float)","","No","","","","","","","","0","0","No","","","","","Yes","No","1","","","No","No","0"
"\\Address Space\OPC_SERVER\Virtual_Box\EvalPar_ZRU6_ZRU6","ZRU6_ZRU6_EvalPar_Cell19_PM130_Sc","No","","Holding Register (word, r/w)","Yes","No","1435","No","0","1","REAL","10","No","20","No","","Yes","None (to/from float)","","No","","","","","","","","0","0","No","","","","","Yes","No","1","","","No","No","0"
"\\Address Space\OPC_SERVER\Virtual_Box\EvalPar_ZRU6_ZRU6","ZRU6_ZRU6_EvalPar_Cell19_PM130_f","No","","Holding Register (word, r/w)","Yes","No","1437","No","0","1","REAL","10","No","20","No","","Yes","None (to/from float)","","No","","","","","","","","0","0","No","","","","","Yes","No","1","","","No","No","0"
"\\Address Space\OPC_SERVER\Virtual_Box\EvalPar_ZRU6_ZRU6","ZRU6_ZRU6_EvalPar_Cell19_PM130_cosa","No","","Holding Register (word, r/w)","Yes","No","1439","No","0","1","REAL","10","No","20","No","","Yes","None (to/from float)","","No","","","","","","","","0","0","No","","","","","Yes","No","1","","","No","No","0"
"\\Address Space\OPC_SERVER\Virtual_Box\EvalPar_ZRU6_ZRU6","ZRU6_ZRU6_EvalPar_Cell19_PM130_cosb","No","","Holding Register (word, r/w)","Yes","No","1441","No","0","1","REAL","10","No","20","No","","Yes","None (to/from float)","","No","","","","","","","","0","0","No","","","","","Yes","No","1","","","No","No","0"
"\\Address Space\OPC_SERVER\Virtual_Box\EvalPar_ZRU6_ZRU6","ZRU6_ZRU6_EvalPar_Cell19_PM130_cosc","No","","Holding Register (word, r/w)","Yes","No","1443","No","0","1","REAL","10","No","20","No","","Yes","None (to/from float)","","No","","","","","","","","0","0","No","","","","","Yes","No","1","","","No","No","0"
"\\Address Space\OPC_SERVER\Virtual_Box\EvalPar_ZRU6_ZRU6","ZRU6_ZRU6_EvalPar_Cell19_PM130_Phase_Shift_Ua","No","","Holding Register (word, r/w)","Yes","No","1445","No","0","1","REAL","10","No","20","No","","Yes","None (to/from float)","","No","","","","","","","","0","0","No","","","","","Yes","No","1","","","No","No","0"
"\\Address Space\OPC_SERVER\Virtual_Box\EvalPar_ZRU6_ZRU6","ZRU6_ZRU6_EvalPar_Cell19_PM130_Phase_Shift_Ub","No","","Holding Register (word, r/w)","Yes","No","1447","No","0","1","REAL","10","No","20","No","","Yes","None (to/from float)","","No","","","","","","","","0","0","No","","","","","Yes","No","1","","","No","No","0"
"\\Address Space\OPC_SERVER\Virtual_Box\EvalPar_ZRU6_ZRU6","ZRU6_ZRU6_EvalPar_Cell19_PM130_Phase_Shift_Uc","No","","Holding Register (word, r/w)","Yes","No","1449","No","0","1","REAL","10","No","20","No","","Yes","None (to/from float)","","No","","","","","","","","0","0","No","","","","","Yes","No","1","","","No","No","0"
"\\Address Space\OPC_SERVER\Virtual_Box\EvalPar_ZRU6_ZRU6","ZRU6_ZRU6_EvalPar_Cell19_PM130_Mean_Ia","No","","Holding Register (word, r/w)","Yes","No","1451","No","0","1","REAL","10","No","20","No","","Yes","None (to/from float)","","No","","","","","","","","0","0","No","","","","","Yes","No","1","","","No","No","0"
"\\Address Space\OPC_SERVER\Virtual_Box\EvalPar_ZRU6_ZRU6","ZRU6_ZRU6_EvalPar_Cell19_PM130_Mean_Ib","No","","Holding Register (word, r/w)","Yes","No","1453","No","0","1","REAL","10","No","20","No","","Yes","None (to/from float)","","No","","","","","","","","0","0","No","","","","","Yes","No","1","","","No","No","0"
"\\Address Space\OPC_SERVER\Virtual_Box\EvalPar_ZRU6_ZRU6","ZRU6_ZRU6_EvalPar_Cell19_PM130_Mean_Ic","No","","Holding Register (word, r/w)","Yes","No","1455","No","0","1","REAL","10","No","20","No","","Yes","None (to/from float)","","No","","","","","","","","0","0","No","","","","","Yes","No","1","","","No","No","0"
"\\Address Space\OPC_SERVER\Virtual_Box\EvalPar_ZRU6_ZRU6","ZRU6_ZRU6_EvalPar_Cell19_PM130_P","No","","Holding Register (word, r/w)","Yes","No","1457","No","0","1","REAL","10","No","20","No","","Yes","None (to/from float)","","No","","","","","","","","0","0","No","","","","","Yes","No","1","","","No","No","0"
"\\Address Space\OPC_SERVER\Virtual_Box\EvalPar_ZRU6_ZRU6","ZRU6_ZRU6_EvalPar_Cell19_PM130_Q","No","","Holding Register (word, r/w)","Yes","No","1459","No","0","1","REAL","10","No","20","No","","Yes","None (to/from float)","","No","","","","","","","","0","0","No","","","","","Yes","No","1","","","No","No","0"
"\\Address Space\OPC_SERVER\Virtual_Box\EvalPar_ZRU6_ZRU6","ZRU6_ZRU6_EvalPar_Cell19_PM130_S","No","","Holding Register (word, r/w)","Yes","No","1461","No","0","1","REAL","10","No","20","No","","Yes","None (to/from float)","","No","","","","","","","","0","0","No","","","","","Yes","No","1","","","No","No","0"
"\\Address Space\OPC_SERVER\Virtual_Box\EvalPar_ZRU6_ZRU6","ZRU6_ZRU6_EvalPar_Cell20_PM130_Ia","No","","Holding Register (word, r/w)","Yes","No","1465","No","0","1","REAL","10","No","20","No","","Yes","None (to/from float)","","No","","","","","","","","0","0","No","","","","","Yes","No","1","","","No","No","0"
"\\Address Space\OPC_SERVER\Virtual_Box\EvalPar_ZRU6_ZRU6","ZRU6_ZRU6_EvalPar_Cell20_PM130_Ib","No","","Holding Register (word, r/w)","Yes","No","1467","No","0","1","REAL","10","No","20","No","","Yes","None (to/from float)","","No","","","","","","","","0","0","No","","","","","Yes","No","1","","","No","No","0"
"\\Address Space\OPC_SERVER\Virtual_Box\EvalPar_ZRU6_ZRU6","ZRU6_ZRU6_EvalPar_Cell20_PM130_Ic","No","","Holding Register (word, r/w)","Yes","No","1469","No","0","1","REAL","10","No","20","No","","Yes","None (to/from float)","","No","","","","","","","","0","0","No","","","","","Yes","No","1","","","No","No","0"
"\\Address Space\OPC_SERVER\Virtual_Box\EvalPar_ZRU6_ZRU6","ZRU6_ZRU6_EvalPar_Cell20_PM130_Ua","No","","Holding Register (word, r/w)","Yes","No","1471","No","0","1","REAL","10","No","20","No","","Yes","None (to/from float)","","No","","","","","","","","0","0","No","","","","","Yes","No","1","","","No","No","0"
"\\Address Space\OPC_SERVER\Virtual_Box\EvalPar_ZRU6_ZRU6","ZRU6_ZRU6_EvalPar_Cell20_PM130_Ub","No","","Holding Register (word, r/w)","Yes","No","1473","No","0","1","REAL","10","No","20","No","","Yes","None (to/from float)","","No","","","","","","","","0","0","No","","","","","Yes","No","1","","","No","No","0"
"\\Address Space\OPC_SERVER\Virtual_Box\EvalPar_ZRU6_ZRU6","ZRU6_ZRU6_EvalPar_Cell20_PM130_Uc","No","","Holding Register (word, r/w)","Yes","No","1475","No","0","1","REAL","10","No","20","No","","Yes","None (to/from float)","","No","","","","","","","","0","0","No","","","","","Yes","No","1","","","No","No","0"
"\\Address Space\OPC_SERVER\Virtual_Box\EvalPar_ZRU6_ZRU6","ZRU6_ZRU6_EvalPar_Cell20_PM130_Uab","No","","Holding Register (word, r/w)","Yes","No","1477","No","0","1","REAL","10","No","20","No","","Yes","None (to/from float)","","No","","","","","","","","0","0","No","","","","","Yes","No","1","","","No","No","0"
"\\Address Space\OPC_SERVER\Virtual_Box\EvalPar_ZRU6_ZRU6","ZRU6_ZRU6_EvalPar_Cell20_PM130_Ubc","No","","Holding Register (word, r/w)","Yes","No","1479","No","0","1","REAL","10","No","20","No","","Yes","None (to/from float)","","No","","","","","","","","0","0","No","","","","","Yes","No","1","","","No","No","0"
"\\Address Space\OPC_SERVER\Virtual_Box\EvalPar_ZRU6_ZRU6","ZRU6_ZRU6_EvalPar_Cell20_PM130_Uca","No","","Holding Register (word, r/w)","Yes","No","1481","No","0","1","REAL","10","No","20","No","","Yes","None (to/from float)","","No","","","","","","","","0","0","No","","","","","Yes","No","1","","","No","No","0"
"\\Address Space\OPC_SERVER\Virtual_Box\EvalPar_ZRU6_ZRU6","ZRU6_ZRU6_EvalPar_Cell20_PM130_Pa","No","","Holding Register (word, r/w)","Yes","No","1483","No","0","1","REAL","10","No","20","No","","Yes","None (to/from float)","","No","","","","","","","","0","0","No","","","","","Yes","No","1","","","No","No","0"
"\\Address Space\OPC_SERVER\Virtual_Box\EvalPar_ZRU6_ZRU6","ZRU6_ZRU6_EvalPar_Cell20_PM130_Pb","No","","Holding Register (word, r/w)","Yes","No","1485","No","0","1","REAL","10","No","20","No","","Yes","None (to/from float)","","No","","","","","","","","0","0","No","","","","","Yes","No","1","","","No","No","0"
"\\Address Space\OPC_SERVER\Virtual_Box\EvalPar_ZRU6_ZRU6","ZRU6_ZRU6_EvalPar_Cell20_PM130_Pc","No","","Holding Register (word, r/w)","Yes","No","1487","No","0","1","REAL","10","No","20","No","","Yes","None (to/from float)","","No","","","","","","","","0","0","No","","","","","Yes","No","1","","","No","No","0"
"\\Address Space\OPC_SERVER\Virtual_Box\EvalPar_ZRU6_ZRU6","ZRU6_ZRU6_EvalPar_Cell20_PM130_Qa","No","","Holding Register (word, r/w)","Yes","No","1489","No","0","1","REAL","10","No","20","No","","Yes","None (to/from float)","","No","","","","","","","","0","0","No","","","","","Yes","No","1","","","No","No","0"
"\\Address Space\OPC_SERVER\Virtual_Box\EvalPar_ZRU6_ZRU6","ZRU6_ZRU6_EvalPar_Cell20_PM130_Qb","No","","Holding Register (word, r/w)","Yes","No","1491","No","0","1","REAL","10","No","20","No","","Yes","None (to/from float)","","No","","","","","","","","0","0","No","","","","","Yes","No","1","","","No","No","0"
"\\Address Space\OPC_SERVER\Virtual_Box\EvalPar_ZRU6_ZRU6","ZRU6_ZRU6_EvalPar_Cell20_PM130_Qc","No","","Holding Register (word, r/w)","Yes","No","1493","No","0","1","REAL","10","No","20","No","","Yes","None (to/from float)","","No","","","","","","","","0","0","No","","","","","Yes","No","1","","","No","No","0"
"\\Address Space\OPC_SERVER\Virtual_Box\EvalPar_ZRU6_ZRU6","ZRU6_ZRU6_EvalPar_Cell20_PM130_Sa","No","","Holding Register (word, r/w)","Yes","No","1495","No","0","1","REAL","10","No","20","No","","Yes","None (to/from float)","","No","","","","","","","","0","0","No","","","","","Yes","No","1","","","No","No","0"
"\\Address Space\OPC_SERVER\Virtual_Box\EvalPar_ZRU6_ZRU6","ZRU6_ZRU6_EvalPar_Cell20_PM130_Sb","No","","Holding Register (word, r/w)","Yes","No","1497","No","0","1","REAL","10","No","20","No","","Yes","None (to/from float)","","No","","","","","","","","0","0","No","","","","","Yes","No","1","","","No","No","0"
"\\Address Space\OPC_SERVER\Virtual_Box\EvalPar_ZRU6_ZRU6","ZRU6_ZRU6_EvalPar_Cell20_PM130_Sc","No","","Holding Register (word, r/w)","Yes","No","1499","No","0","1","REAL","10","No","20","No","","Yes","None (to/from float)","","No","","","","","","","","0","0","No","","","","","Yes","No","1","","","No","No","0"
"\\Address Space\OPC_SERVER\Virtual_Box\EvalPar_ZRU6_ZRU6","ZRU6_ZRU6_EvalPar_Cell20_PM130_f","No","","Holding Register (word, r/w)","Yes","No","1501","No","0","1","REAL","10","No","20","No","","Yes","None (to/from float)","","No","","","","","","","","0","0","No","","","","","Yes","No","1","","","No","No","0"
"\\Address Space\OPC_SERVER\Virtual_Box\EvalPar_ZRU6_ZRU6","ZRU6_ZRU6_EvalPar_Cell20_PM130_cosa","No","","Holding Register (word, r/w)","Yes","No","1503","No","0","1","REAL","10","No","20","No","","Yes","None (to/from float)","","No","","","","","","","","0","0","No","","","","","Yes","No","1","","","No","No","0"
"\\Address Space\OPC_SERVER\Virtual_Box\EvalPar_ZRU6_ZRU6","ZRU6_ZRU6_EvalPar_Cell20_PM130_cosb","No","","Holding Register (word, r/w)","Yes","No","1505","No","0","1","REAL","10","No","20","No","","Yes","None (to/from float)","","No","","","","","","","","0","0","No","","","","","Yes","No","1","","","No","No","0"
"\\Address Space\OPC_SERVER\Virtual_Box\EvalPar_ZRU6_ZRU6","ZRU6_ZRU6_EvalPar_Cell20_PM130_cosc","No","","Holding Register (word, r/w)","Yes","No","1507","No","0","1","REAL","10","No","20","No","","Yes","None (to/from float)","","No","","","","","","","","0","0","No","","","","","Yes","No","1","","","No","No","0"
"\\Address Space\OPC_SERVER\Virtual_Box\EvalPar_ZRU6_ZRU6","ZRU6_ZRU6_EvalPar_Cell20_PM130_Phase_Shift_Ua","No","","Holding Register (word, r/w)","Yes","No","1509","No","0","1","REAL","10","No","20","No","","Yes","None (to/from float)","","No","","","","","","","","0","0","No","","","","","Yes","No","1","","","No","No","0"
"\\Address Space\OPC_SERVER\Virtual_Box\EvalPar_ZRU6_ZRU6","ZRU6_ZRU6_EvalPar_Cell20_PM130_Phase_Shift_Ub","No","","Holding Register (word, r/w)","Yes","No","1511","No","0","1","REAL","10","No","20","No","","Yes","None (to/from float)","","No","","","","","","","","0","0","No","","","","","Yes","No","1","","","No","No","0"
"\\Address Space\OPC_SERVER\Virtual_Box\EvalPar_ZRU6_ZRU6","ZRU6_ZRU6_EvalPar_Cell20_PM130_Phase_Shift_Uc","No","","Holding Register (word, r/w)","Yes","No","1513","No","0","1","REAL","10","No","20","No","","Yes","None (to/from float)","","No","","","","","","","","0","0","No","","","","","Yes","No","1","","","No","No","0"
"\\Address Space\OPC_SERVER\Virtual_Box\EvalPar_ZRU6_ZRU6","ZRU6_ZRU6_EvalPar_Cell20_PM130_Mean_Ia","No","","Holding Register (word, r/w)","Yes","No","1515","No","0","1","REAL","10","No","20","No","","Yes","None (to/from float)","","No","","","","","","","","0","0","No","","","","","Yes","No","1","","","No","No","0"
"\\Address Space\OPC_SERVER\Virtual_Box\EvalPar_ZRU6_ZRU6","ZRU6_ZRU6_EvalPar_Cell20_PM130_Mean_Ib","No","","Holding Register (word, r/w)","Yes","No","1517","No","0","1","REAL","10","No","20","No","","Yes","None (to/from float)","","No","","","","","","","","0","0","No","","","","","Yes","No","1","","","No","No","0"
"\\Address Space\OPC_SERVER\Virtual_Box\EvalPar_ZRU6_ZRU6","ZRU6_ZRU6_EvalPar_Cell20_PM130_Mean_Ic","No","","Holding Register (word, r/w)","Yes","No","1519","No","0","1","REAL","10","No","20","No","","Yes","None (to/from float)","","No","","","","","","","","0","0","No","","","","","Yes","No","1","","","No","No","0"
"\\Address Space\OPC_SERVER\Virtual_Box\EvalPar_ZRU6_ZRU6","ZRU6_ZRU6_EvalPar_Cell20_PM130_P","No","","Holding Register (word, r/w)","Yes","No","1521","No","0","1","REAL","10","No","20","No","","Yes","None (to/from float)","","No","","","","","","","","0","0","No","","","","","Yes","No","1","","","No","No","0"
"\\Address Space\OPC_SERVER\Virtual_Box\EvalPar_ZRU6_ZRU6","ZRU6_ZRU6_EvalPar_Cell20_PM130_Q","No","","Holding Register (word, r/w)","Yes","No","1523","No","0","1","REAL","10","No","20","No","","Yes","None (to/from float)","","No","","","","","","","","0","0","No","","","","","Yes","No","1","","","No","No","0"
"\\Address Space\OPC_SERVER\Virtual_Box\EvalPar_ZRU6_ZRU6","ZRU6_ZRU6_EvalPar_Cell20_PM130_S","No","","Holding Register (word, r/w)","Yes","No","1525","No","0","1","REAL","10","No","20","No","","Yes","None (to/from float)","","No","","","","","","","","0","0","No","","","","","Yes","No","1","","","No","No","0"
"\\Address Space\OPC_SERVER\Virtual_Box\EvalPar_ZRU6_ZRU6","ZRU6_ZRU6_EvalPar_Cell22_PM130_Ia","No","","Holding Register (word, r/w)","Yes","No","1529","No","0","1","REAL","10","No","20","No","","Yes","None (to/from float)","","No","","","","","","","","0","0","No","","","","","Yes","No","1","","","No","No","0"
"\\Address Space\OPC_SERVER\Virtual_Box\EvalPar_ZRU6_ZRU6","ZRU6_ZRU6_EvalPar_Cell22_PM130_Ib","No","","Holding Register (word, r/w)","Yes","No","1531","No","0","1","REAL","10","No","20","No","","Yes","None (to/from float)","","No","","","","","","","","0","0","No","","","","","Yes","No","1","","","No","No","0"
"\\Address Space\OPC_SERVER\Virtual_Box\EvalPar_ZRU6_ZRU6","ZRU6_ZRU6_EvalPar_Cell22_PM130_Ic","No","","Holding Register (word, r/w)","Yes","No","1533","No","0","1","REAL","10","No","20","No","","Yes","None (to/from float)","","No","","","","","","","","0","0","No","","","","","Yes","No","1","","","No","No","0"
"\\Address Space\OPC_SERVER\Virtual_Box\EvalPar_ZRU6_ZRU6","ZRU6_ZRU6_EvalPar_Cell22_PM130_Ua","No","","Holding Register (word, r/w)","Yes","No","1535","No","0","1","REAL","10","No","20","No","","Yes","None (to/from float)","","No","","","","","","","","0","0","No","","","","","Yes","No","1","","","No","No","0"
"\\Address Space\OPC_SERVER\Virtual_Box\EvalPar_ZRU6_ZRU6","ZRU6_ZRU6_EvalPar_Cell22_PM130_Ub","No","","Holding Register (word, r/w)","Yes","No","1537","No","0","1","REAL","10","No","20","No","","Yes","None (to/from float)","","No","","","","","","","","0","0","No","","","","","Yes","No","1","","","No","No","0"
"\\Address Space\OPC_SERVER\Virtual_Box\EvalPar_ZRU6_ZRU6","ZRU6_ZRU6_EvalPar_Cell22_PM130_Uc","No","","Holding Register (word, r/w)","Yes","No","1539","No","0","1","REAL","10","No","20","No","","Yes","None (to/from float)","","No","","","","","","","","0","0","No","","","","","Yes","No","1","","","No","No","0"
"\\Address Space\OPC_SERVER\Virtual_Box\EvalPar_ZRU6_ZRU6","ZRU6_ZRU6_EvalPar_Cell22_PM130_Uab","No","","Holding Register (word, r/w)","Yes","No","1541","No","0","1","REAL","10","No","20","No","","Yes","None (to/from float)","","No","","","","","","","","0","0","No","","","","","Yes","No","1","","","No","No","0"
"\\Address Space\OPC_SERVER\Virtual_Box\EvalPar_ZRU6_ZRU6","ZRU6_ZRU6_EvalPar_Cell22_PM130_Ubc","No","","Holding Register (word, r/w)","Yes","No","1543","No","0","1","REAL","10","No","20","No","","Yes","None (to/from float)","","No","","","","","","","","0","0","No","","","","","Yes","No","1","","","No","No","0"
"\\Address Space\OPC_SERVER\Virtual_Box\EvalPar_ZRU6_ZRU6","ZRU6_ZRU6_EvalPar_Cell22_PM130_Uca","No","","Holding Register (word, r/w)","Yes","No","1545","No","0","1","REAL","10","No","20","No","","Yes","None (to/from float)","","No","","","","","","","","0","0","No","","","","","Yes","No","1","","","No","No","0"
"\\Address Space\OPC_SERVER\Virtual_Box\EvalPar_ZRU6_ZRU6","ZRU6_ZRU6_EvalPar_Cell22_PM130_Pa","No","","Holding Register (word, r/w)","Yes","No","1547","No","0","1","REAL","10","No","20","No","","Yes","None (to/from float)","","No","","","","","","","","0","0","No","","","","","Yes","No","1","","","No","No","0"
"\\Address Space\OPC_SERVER\Virtual_Box\EvalPar_ZRU6_ZRU6","ZRU6_ZRU6_EvalPar_Cell22_PM130_Pb","No","","Holding Register (word, r/w)","Yes","No","1549","No","0","1","REAL","10","No","20","No","","Yes","None (to/from float)","","No","","","","","","","","0","0","No","","","","","Yes","No","1","","","No","No","0"
"\\Address Space\OPC_SERVER\Virtual_Box\EvalPar_ZRU6_ZRU6","ZRU6_ZRU6_EvalPar_Cell22_PM130_Pc","No","","Holding Register (word, r/w)","Yes","No","1551","No","0","1","REAL","10","No","20","No","","Yes","None (to/from float)","","No","","","","","","","","0","0","No","","","","","Yes","No","1","","","No","No","0"
"\\Address Space\OPC_SERVER\Virtual_Box\EvalPar_ZRU6_ZRU6","ZRU6_ZRU6_EvalPar_Cell22_PM130_Qa","No","","Holding Register (word, r/w)","Yes","No","1553","No","0","1","REAL","10","No","20","No","","Yes","None (to/from float)","","No","","","","","","","","0","0","No","","","","","Yes","No","1","","","No","No","0"
"\\Address Space\OPC_SERVER\Virtual_Box\EvalPar_ZRU6_ZRU6","ZRU6_ZRU6_EvalPar_Cell22_PM130_Qb","No","","Holding Register (word, r/w)","Yes","No","1555","No","0","1","REAL","10","No","20","No","","Yes","None (to/from float)","","No","","","","","","","","0","0","No","","","","","Yes","No","1","","","No","No","0"
"\\Address Space\OPC_SERVER\Virtual_Box\EvalPar_ZRU6_ZRU6","ZRU6_ZRU6_EvalPar_Cell22_PM130_Qc","No","","Holding Register (word, r/w)","Yes","No","1557","No","0","1","REAL","10","No","20","No","","Yes","None (to/from float)","","No","","","","","","","","0","0","No","","","","","Yes","No","1","","","No","No","0"
"\\Address Space\OPC_SERVER\Virtual_Box\EvalPar_ZRU6_ZRU6","ZRU6_ZRU6_EvalPar_Cell22_PM130_Sa","No","","Holding Register (word, r/w)","Yes","No","1559","No","0","1","REAL","10","No","20","No","","Yes","None (to/from float)","","No","","","","","","","","0","0","No","","","","","Yes","No","1","","","No","No","0"
"\\Address Space\OPC_SERVER\Virtual_Box\EvalPar_ZRU6_ZRU6","ZRU6_ZRU6_EvalPar_Cell22_PM130_Sb","No","","Holding Register (word, r/w)","Yes","No","1561","No","0","1","REAL","10","No","20","No","","Yes","None (to/from float)","","No","","","","","","","","0","0","No","","","","","Yes","No","1","","","No","No","0"
"\\Address Space\OPC_SERVER\Virtual_Box\EvalPar_ZRU6_ZRU6","ZRU6_ZRU6_EvalPar_Cell22_PM130_Sc","No","","Holding Register (word, r/w)","Yes","No","1563","No","0","1","REAL","10","No","20","No","","Yes","None (to/from float)","","No","","","","","","","","0","0","No","","","","","Yes","No","1","","","No","No","0"
"\\Address Space\OPC_SERVER\Virtual_Box\EvalPar_ZRU6_ZRU6","ZRU6_ZRU6_EvalPar_Cell22_PM130_f","No","","Holding Register (word, r/w)","Yes","No","1565","No","0","1","REAL","10","No","20","No","","Yes","None (to/from float)","","No","","","","","","","","0","0","No","","","","","Yes","No","1","","","No","No","0"
"\\Address Space\OPC_SERVER\Virtual_Box\EvalPar_ZRU6_ZRU6","ZRU6_ZRU6_EvalPar_Cell22_PM130_cosa","No","","Holding Register (word, r/w)","Yes","No","1567","No","0","1","REAL","10","No","20","No","","Yes","None (to/from float)","","No","","","","","","","","0","0","No","","","","","Yes","No","1","","","No","No","0"
"\\Address Space\OPC_SERVER\Virtual_Box\EvalPar_ZRU6_ZRU6","ZRU6_ZRU6_EvalPar_Cell22_PM130_cosb","No","","Holding Register (word, r/w)","Yes","No","1569","No","0","1","REAL","10","No","20","No","","Yes","None (to/from float)","","No","","","","","","","","0","0","No","","","","","Yes","No","1","","","No","No","0"
"\\Address Space\OPC_SERVER\Virtual_Box\EvalPar_ZRU6_ZRU6","ZRU6_ZRU6_EvalPar_Cell22_PM130_cosc","No","","Holding Register (word, r/w)","Yes","No","1571","No","0","1","REAL","10","No","20","No","","Yes","None (to/from float)","","No","","","","","","","","0","0","No","","","","","Yes","No","1","","","No","No","0"
"\\Address Space\OPC_SERVER\Virtual_Box\EvalPar_ZRU6_ZRU6","ZRU6_ZRU6_EvalPar_Cell22_PM130_Phase_Shift_Ua","No","","Holding Register (word, r/w)","Yes","No","1573","No","0","1","REAL","10","No","20","No","","Yes","None (to/from float)","","No","","","","","","","","0","0","No","","","","","Yes","No","1","","","No","No","0"
"\\Address Space\OPC_SERVER\Virtual_Box\EvalPar_ZRU6_ZRU6","ZRU6_ZRU6_EvalPar_Cell22_PM130_Phase_Shift_Ub","No","","Holding Register (word, r/w)","Yes","No","1575","No","0","1","REAL","10","No","20","No","","Yes","None (to/from float)","","No","","","","","","","","0","0","No","","","","","Yes","No","1","","","No","No","0"
"\\Address Space\OPC_SERVER\Virtual_Box\EvalPar_ZRU6_ZRU6","ZRU6_ZRU6_EvalPar_Cell22_PM130_Phase_Shift_Uc","No","","Holding Register (word, r/w)","Yes","No","1577","No","0","1","REAL","10","No","20","No","","Yes","None (to/from float)","","No","","","","","","","","0","0","No","","","","","Yes","No","1","","","No","No","0"
"\\Address Space\OPC_SERVER\Virtual_Box\EvalPar_ZRU6_ZRU6","ZRU6_ZRU6_EvalPar_Cell22_PM130_Mean_Ia","No","","Holding Register (word, r/w)","Yes","No","1579","No","0","1","REAL","10","No","20","No","","Yes","None (to/from float)","","No","","","","","","","","0","0","No","","","","","Yes","No","1","","","No","No","0"
"\\Address Space\OPC_SERVER\Virtual_Box\EvalPar_ZRU6_ZRU6","ZRU6_ZRU6_EvalPar_Cell22_PM130_Mean_Ib","No","","Holding Register (word, r/w)","Yes","No","1581","No","0","1","REAL","10","No","20","No","","Yes","None (to/from float)","","No","","","","","","","","0","0","No","","","","","Yes","No","1","","","No","No","0"
"\\Address Space\OPC_SERVER\Virtual_Box\EvalPar_ZRU6_ZRU6","ZRU6_ZRU6_EvalPar_Cell22_PM130_Mean_Ic","No","","Holding Register (word, r/w)","Yes","No","1583","No","0","1","REAL","10","No","20","No","","Yes","None (to/from float)","","No","","","","","","","","0","0","No","","","","","Yes","No","1","","","No","No","0"
"\\Address Space\OPC_SERVER\Virtual_Box\EvalPar_ZRU6_ZRU6","ZRU6_ZRU6_EvalPar_Cell22_PM130_P","No","","Holding Register (word, r/w)","Yes","No","1585","No","0","1","REAL","10","No","20","No","","Yes","None (to/from float)","","No","","","","","","","","0","0","No","","","","","Yes","No","1","","","No","No","0"
"\\Address Space\OPC_SERVER\Virtual_Box\EvalPar_ZRU6_ZRU6","ZRU6_ZRU6_EvalPar_Cell22_PM130_Q","No","","Holding Register (word, r/w)","Yes","No","1587","No","0","1","REAL","10","No","20","No","","Yes","None (to/from float)","","No","","","","","","","","0","0","No","","","","","Yes","No","1","","","No","No","0"
