"Item Location","Name","Simulate","Simulation Signal","Location Type","Read Access","Write Access","Starting Address","Bit Field","Bit Number","Bit Count","Modbus Type","Data Length","Vector","Number of elements","Manual","Manual Value","Use conversion","Conversion","Message Prefix","Generate Alarms","Limit Alarm Def.","Digital Alarm Def.","EU Units","Description","Close Label","Open Label","Default Display","Foreground Color","Background Color","Blink","BMP File","Sound File","HTML File","AVI File","Monitor","Associated","Associated type","Association","&Device	Ctrl+D","Master Tag","Code Number","Number of a Code"
"\\Address Space\OPC_SERVER\Virtual_Box\EvalPar_ZRU6_ZRU6","ZRU6_ZRU6_EvalPar_Cell1_PM130_Ia","No","","Holding Register (word, r/w)","Yes","No","249","No","0","1","REAL","10","No","20","No","","Yes","None (to/from float)","","No","","","","","","","","0","0","No","","","","","Yes","No","1","","","No","No","0"
"\\Address Space\OPC_SERVER\Virtual_Box\EvalPar_ZRU6_ZRU6","ZRU6_ZRU6_EvalPar_Cell1_PM130_Ib","No","","Holding Register (word, r/w)","Yes","No","251","No","0","1","REAL","10","No","20","No","","Yes","None (to/from float)","","No","","","","","","","","0","0","No","","","","","Yes","No","1","","","No","No","0"
"\\Address Space\OPC_SERVER\Virtual_Box\EvalPar_ZRU6_ZRU6","ZRU6_ZRU6_EvalPar_Cell1_PM130_Ic","No","","Holding Register (word, r/w)","Yes","No","253","No","0","1","REAL","10","No","20","No","","Yes","None (to/from float)","","No","","","","","","","","0","0","No","","","","","Yes","No","1","","","No","No","0"
"\\Address Space\OPC_SERVER\Virtual_Box\EvalPar_ZRU6_ZRU6","ZRU6_ZRU6_EvalPar_Cell1_PM130_Ua","No","","Holding Register (word, r/w)","Yes","No","255","No","0","1","REAL","10","No","20","No","","Yes","None (to/from float)","","No","","","","","","","","0","0","No","","","","","Yes","No","1","","","No","No","0"
"\\Address Space\OPC_SERVER\Virtual_Box\EvalPar_ZRU6_ZRU6","ZRU6_ZRU6_EvalPar_Cell1_PM130_Ub","No","","Holding Register (word, r/w)","Yes","No","257","No","0","1","REAL","10","No","20","No","","Yes","None (to/from float)","","No","","","","","","","","0","0","No","","","","","Yes","No","1","","","No","No","0"
"\\Address Space\OPC_SERVER\Virtual_Box\EvalPar_ZRU6_ZRU6","ZRU6_ZRU6_EvalPar_Cell1_PM130_Uc","No","","Holding Register (word, r/w)","Yes","No","259","No","0","1","REAL","10","No","20","No","","Yes","None (to/from float)","","No","","","","","","","","0","0","No","","","","","Yes","No","1","","","No","No","0"
"\\Address Space\OPC_SERVER\Virtual_Box\EvalPar_ZRU6_ZRU6","ZRU6_ZRU6_EvalPar_Cell1_PM130_Uab","No","","Holding Register (word, r/w)","Yes","No","261","No","0","1","REAL","10","No","20","No","","Yes","None (to/from float)","","No","","","","","","","","0","0","No","","","","","Yes","No","1","","","No","No","0"
"\\Address Space\OPC_SERVER\Virtual_Box\EvalPar_ZRU6_ZRU6","ZRU6_ZRU6_EvalPar_Cell1_PM130_Ubc","No","","Holding Register (word, r/w)","Yes","No","263","No","0","1","REAL","10","No","20","No","","Yes","None (to/from float)","","No","","","","","","","","0","0","No","","","","","Yes","No","1","","","No","No","0"
"\\Address Space\OPC_SERVER\Virtual_Box\EvalPar_ZRU6_ZRU6","ZRU6_ZRU6_EvalPar_Cell1_PM130_Uca","No","","Holding Register (word, r/w)","Yes","No","265","No","0","1","REAL","10","No","20","No","","Yes","None (to/from float)","","No","","","","","","","","0","0","No","","","","","Yes","No","1","","","No","No","0"
"\\Address Space\OPC_SERVER\Virtual_Box\EvalPar_ZRU6_ZRU6","ZRU6_ZRU6_EvalPar_Cell1_PM130_Pa","No","","Holding Register (word, r/w)","Yes","No","267","No","0","1","REAL","10","No","20","No","","Yes","None (to/from float)","","No","","","","","","","","0","0","No","","","","","Yes","No","1","","","No","No","0"
"\\Address Space\OPC_SERVER\Virtual_Box\EvalPar_ZRU6_ZRU6","ZRU6_ZRU6_EvalPar_Cell1_PM130_Pb","No","","Holding Register (word, r/w)","Yes","No","269","No","0","1","REAL","10","No","20","No","","Yes","None (to/from float)","","No","","","","","","","","0","0","No","","","","","Yes","No","1","","","No","No","0"
"\\Address Space\OPC_SERVER\Virtual_Box\EvalPar_ZRU6_ZRU6","ZRU6_ZRU6_EvalPar_Cell1_PM130_Pc","No","","Holding Register (word, r/w)","Yes","No","271","No","0","1","REAL","10","No","20","No","","Yes","None (to/from float)","","No","","","","","","","","0","0","No","","","","","Yes","No","1","","","No","No","0"
"\\Address Space\OPC_SERVER\Virtual_Box\EvalPar_ZRU6_ZRU6","ZRU6_ZRU6_EvalPar_Cell1_PM130_Qa","No","","Holding Register (word, r/w)","Yes","No","273","No","0","1","REAL","10","No","20","No","","Yes","None (to/from float)","","No","","","","","","","","0","0","No","","","","","Yes","No","1","","","No","No","0"
"\\Address Space\OPC_SERVER\Virtual_Box\EvalPar_ZRU6_ZRU6","ZRU6_ZRU6_EvalPar_Cell1_PM130_Qb","No","","Holding Register (word, r/w)","Yes","No","275","No","0","1","REAL","10","No","20","No","","Yes","None (to/from float)","","No","","","","","","","","0","0","No","","","","","Yes","No","1","","","No","No","0"
"\\Address Space\OPC_SERVER\Virtual_Box\EvalPar_ZRU6_ZRU6","ZRU6_ZRU6_EvalPar_Cell1_PM130_Qc","No","","Holding Register (word, r/w)","Yes","No","277","No","0","1","REAL","10","No","20","No","","Yes","None (to/from float)","","No","","","","","","","","0","0","No","","","","","Yes","No","1","","","No","No","0"
"\\Address Space\OPC_SERVER\Virtual_Box\EvalPar_ZRU6_ZRU6","ZRU6_ZRU6_EvalPar_Cell1_PM130_Sa","No","","Holding Register (word, r/w)","Yes","No","279","No","0","1","REAL","10","No","20","No","","Yes","None (to/from float)","","No","","","","","","","","0","0","No","","","","","Yes","No","1","","","No","No","0"
"\\Address Space\OPC_SERVER\Virtual_Box\EvalPar_ZRU6_ZRU6","ZRU6_ZRU6_EvalPar_Cell1_PM130_Sb","No","","Holding Register (word, r/w)","Yes","No","281","No","0","1","REAL","10","No","20","No","","Yes","None (to/from float)","","No","","","","","","","","0","0","No","","","","","Yes","No","1","","","No","No","0"
"\\Address Space\OPC_SERVER\Virtual_Box\EvalPar_ZRU6_ZRU6","ZRU6_ZRU6_EvalPar_Cell1_PM130_Sc","No","","Holding Register (word, r/w)","Yes","No","283","No","0","1","REAL","10","No","20","No","","Yes","None (to/from float)","","No","","","","","","","","0","0","No","","","","","Yes","No","1","","","No","No","0"
"\\Address Space\OPC_SERVER\Virtual_Box\EvalPar_ZRU6_ZRU6","ZRU6_ZRU6_EvalPar_Cell1_PM130_f","No","","Holding Register (word, r/w)","Yes","No","285","No","0","1","REAL","10","No","20","No","","Yes","None (to/from float)","","No","","","","","","","","0","0","No","","","","","Yes","No","1","","","No","No","0"
"\\Address Space\OPC_SERVER\Virtual_Box\EvalPar_ZRU6_ZRU6","ZRU6_ZRU6_EvalPar_Cell1_PM130_cosa","No","","Holding Register (word, r/w)","Yes","No","287","No","0","1","REAL","10","No","20","No","","Yes","None (to/from float)","","No","","","","","","","","0","0","No","","","","","Yes","No","1","","","No","No","0"
"\\Address Space\OPC_SERVER\Virtual_Box\EvalPar_ZRU6_ZRU6","ZRU6_ZRU6_EvalPar_Cell1_PM130_cosb","No","","Holding Register (word, r/w)","Yes","No","289","No","0","1","REAL","10","No","20","No","","Yes","None (to/from float)","","No","","","","","","","","0","0","No","","","","","Yes","No","1","","","No","No","0"
"\\Address Space\OPC_SERVER\Virtual_Box\EvalPar_ZRU6_ZRU6","ZRU6_ZRU6_EvalPar_Cell1_PM130_cosc","No","","Holding Register (word, r/w)","Yes","No","291","No","0","1","REAL","10","No","20","No","","Yes","None (to/from float)","","No","","","","","","","","0","0","No","","","","","Yes","No","1","","","No","No","0"
"\\Address Space\OPC_SERVER\Virtual_Box\EvalPar_ZRU6_ZRU6","ZRU6_ZRU6_EvalPar_Cell1_PM130_Phase_Shift_Ua","No","","Holding Register (word, r/w)","Yes","No","293","No","0","1","REAL","10","No","20","No","","Yes","None (to/from float)","","No","","","","","","","","0","0","No","","","","","Yes","No","1","","","No","No","0"
"\\Address Space\OPC_SERVER\Virtual_Box\EvalPar_ZRU6_ZRU6","ZRU6_ZRU6_EvalPar_Cell1_PM130_Phase_Shift_Ub","No","","Holding Register (word, r/w)","Yes","No","295","No","0","1","REAL","10","No","20","No","","Yes","None (to/from float)","","No","","","","","","","","0","0","No","","","","","Yes","No","1","","","No","No","0"
"\\Address Space\OPC_SERVER\Virtual_Box\EvalPar_ZRU6_ZRU6","ZRU6_ZRU6_EvalPar_Cell1_PM130_Phase_Shift_Uc","No","","Holding Register (word, r/w)","Yes","No","297","No","0","1","REAL","10","No","20","No","","Yes","None (to/from float)","","No","","","","","","","","0","0","No","","","","","Yes","No","1","","","No","No","0"
"\\Address Space\OPC_SERVER\Virtual_Box\EvalPar_ZRU6_ZRU6","ZRU6_ZRU6_EvalPar_Cell1_PM130_Mean_Ia","No","","Holding Register (word, r/w)","Yes","No","299","No","0","1","REAL","10","No","20","No","","Yes","None (to/from float)","","No","","","","","","","","0","0","No","","","","","Yes","No","1","","","No","No","0"
"\\Address Space\OPC_SERVER\Virtual_Box\EvalPar_ZRU6_ZRU6","ZRU6_ZRU6_EvalPar_Cell1_PM130_Mean_Ib","No","","Holding Register (word, r/w)","Yes","No","301","No","0","1","REAL","10","No","20","No","","Yes","None (to/from float)","","No","","","","","","","","0","0","No","","","","","Yes","No","1","","","No","No","0"
"\\Address Space\OPC_SERVER\Virtual_Box\EvalPar_ZRU6_ZRU6","ZRU6_ZRU6_EvalPar_Cell1_PM130_Mean_Ic","No","","Holding Register (word, r/w)","Yes","No","303","No","0","1","REAL","10","No","20","No","","Yes","None (to/from float)","","No","","","","","","","","0","0","No","","","","","Yes","No","1","","","No","No","0"
"\\Address Space\OPC_SERVER\Virtual_Box\EvalPar_ZRU6_ZRU6","ZRU6_ZRU6_EvalPar_Cell1_PM130_P","No","","Holding Register (word, r/w)","Yes","No","305","No","0","1","REAL","10","No","20","No","","Yes","None (to/from float)","","No","","","","","","","","0","0","No","","","","","Yes","No","1","","","No","No","0"
"\\Address Space\OPC_SERVER\Virtual_Box\EvalPar_ZRU6_ZRU6","ZRU6_ZRU6_EvalPar_Cell1_PM130_Q","No","","Holding Register (word, r/w)","Yes","No","307","No","0","1","REAL","10","No","20","No","","Yes","None (to/from float)","","No","","","","","","","","0","0","No","","","","","Yes","No","1","","","No","No","0"
"\\Address Space\OPC_SERVER\Virtual_Box\EvalPar_ZRU6_ZRU6","ZRU6_ZRU6_EvalPar_Cell1_PM130_S","No","","Holding Register (word, r/w)","Yes","No","309","No","0","1","REAL","10","No","20","No","","Yes","None (to/from float)","","No","","","","","","","","0","0","No","","","","","Yes","No","1","","","No","No","0"
"\\Address Space\OPC_SERVER\Virtual_Box\EvalPar_ZRU6_ZRU6","ZRU6_ZRU6_EvalPar_Cell2_PM130_Ia","No","","Holding Register (word, r/w)","Yes","No","313","No","0","1","REAL","10","No","20","No","","Yes","None (to/from float)","","No","","","","","","","","0","0","No","","","","","Yes","No","1","","","No","No","0"
"\\Address Space\OPC_SERVER\Virtual_Box\EvalPar_ZRU6_ZRU6","ZRU6_ZRU6_EvalPar_Cell2_PM130_Ib","No","","Holding Register (word, r/w)","Yes","No","315","No","0","1","REAL","10","No","20","No","","Yes","None (to/from float)","","No","","","","","","","","0","0","No","","","","","Yes","No","1","","","No","No","0"
"\\Address Space\OPC_SERVER\Virtual_Box\EvalPar_ZRU6_ZRU6","ZRU6_ZRU6_EvalPar_Cell2_PM130_Ic","No","","Holding Register (word, r/w)","Yes","No","317","No","0","1","REAL","10","No","20","No","","Yes","None (to/from float)","","No","","","","","","","","0","0","No","","","","","Yes","No","1","","","No","No","0"
"\\Address Space\OPC_SERVER\Virtual_Box\EvalPar_ZRU6_ZRU6","ZRU6_ZRU6_EvalPar_Cell2_PM130_Ua","No","","Holding Register (word, r/w)","Yes","No","319","No","0","1","REAL","10","No","20","No","","Yes","None (to/from float)","","No","","","","","","","","0","0","No","","","","","Yes","No","1","","","No","No","0"
"\\Address Space\OPC_SERVER\Virtual_Box\EvalPar_ZRU6_ZRU6","ZRU6_ZRU6_EvalPar_Cell2_PM130_Ub","No","","Holding Register (word, r/w)","Yes","No","321","No","0","1","REAL","10","No","20","No","","Yes","None (to/from float)","","No","","","","","","","","0","0","No","","","","","Yes","No","1","","","No","No","0"
"\\Address Space\OPC_SERVER\Virtual_Box\EvalPar_ZRU6_ZRU6","ZRU6_ZRU6_EvalPar_Cell2_PM130_Uc","No","","Holding Register (word, r/w)","Yes","No","323","No","0","1","REAL","10","No","20","No","","Yes","None (to/from float)","","No","","","","","","","","0","0","No","","","","","Yes","No","1","","","No","No","0"
"\\Address Space\OPC_SERVER\Virtual_Box\EvalPar_ZRU6_ZRU6","ZRU6_ZRU6_EvalPar_Cell2_PM130_Uab","No","","Holding Register (word, r/w)","Yes","No","325","No","0","1","REAL","10","No","20","No","","Yes","None (to/from float)","","No","","","","","","","","0","0","No","","","","","Yes","No","1","","","No","No","0"
"\\Address Space\OPC_SERVER\Virtual_Box\EvalPar_ZRU6_ZRU6","ZRU6_ZRU6_EvalPar_Cell2_PM130_Ubc","No","","Holding Register (word, r/w)","Yes","No","327","No","0","1","REAL","10","No","20","No","","Yes","None (to/from float)","","No","","","","","","","","0","0","No","","","","","Yes","No","1","","","No","No","0"
"\\Address Space\OPC_SERVER\Virtual_Box\EvalPar_ZRU6_ZRU6","ZRU6_ZRU6_EvalPar_Cell2_PM130_Uca","No","","Holding Register (word, r/w)","Yes","No","329","No","0","1","REAL","10","No","20","No","","Yes","None (to/from float)","","No","","","","","","","","0","0","No","","","","","Yes","No","1","","","No","No","0"
"\\Address Space\OPC_SERVER\Virtual_Box\EvalPar_ZRU6_ZRU6","ZRU6_ZRU6_EvalPar_Cell2_PM130_Pa","No","","Holding Register (word, r/w)","Yes","No","331","No","0","1","REAL","10","No","20","No","","Yes","None (to/from float)","","No","","","","","","","","0","0","No","","","","","Yes","No","1","","","No","No","0"
"\\Address Space\OPC_SERVER\Virtual_Box\EvalPar_ZRU6_ZRU6","ZRU6_ZRU6_EvalPar_Cell2_PM130_Pb","No","","Holding Register (word, r/w)","Yes","No","333","No","0","1","REAL","10","No","20","No","","Yes","None (to/from float)","","No","","","","","","","","0","0","No","","","","","Yes","No","1","","","No","No","0"
"\\Address Space\OPC_SERVER\Virtual_Box\EvalPar_ZRU6_ZRU6","ZRU6_ZRU6_EvalPar_Cell2_PM130_Pc","No","","Holding Register (word, r/w)","Yes","No","335","No","0","1","REAL","10","No","20","No","","Yes","None (to/from float)","","No","","","","","","","","0","0","No","","","","","Yes","No","1","","","No","No","0"
"\\Address Space\OPC_SERVER\Virtual_Box\EvalPar_ZRU6_ZRU6","ZRU6_ZRU6_EvalPar_Cell2_PM130_Qa","No","","Holding Register (word, r/w)","Yes","No","337","No","0","1","REAL","10","No","20","No","","Yes","None (to/from float)","","No","","","","","","","","0","0","No","","","","","Yes","No","1","","","No","No","0"
"\\Address Space\OPC_SERVER\Virtual_Box\EvalPar_ZRU6_ZRU6","ZRU6_ZRU6_EvalPar_Cell2_PM130_Qb","No","","Holding Register (word, r/w)","Yes","No","339","No","0","1","REAL","10","No","20","No","","Yes","None (to/from float)","","No","","","","","","","","0","0","No","","","","","Yes","No","1","","","No","No","0"
"\\Address Space\OPC_SERVER\Virtual_Box\EvalPar_ZRU6_ZRU6","ZRU6_ZRU6_EvalPar_Cell2_PM130_Qc","No","","Holding Register (word, r/w)","Yes","No","341","No","0","1","REAL","10","No","20","No","","Yes","None (to/from float)","","No","","","","","","","","0","0","No","","","","","Yes","No","1","","","No","No","0"
"\\Address Space\OPC_SERVER\Virtual_Box\EvalPar_ZRU6_ZRU6","ZRU6_ZRU6_EvalPar_Cell2_PM130_Sa","No","","Holding Register (word, r/w)","Yes","No","343","No","0","1","REAL","10","No","20","No","","Yes","None (to/from float)","","No","","","","","","","","0","0","No","","","","","Yes","No","1","","","No","No","0"
"\\Address Space\OPC_SERVER\Virtual_Box\EvalPar_ZRU6_ZRU6","ZRU6_ZRU6_EvalPar_Cell2_PM130_Sb","No","","Holding Register (word, r/w)","Yes","No","345","No","0","1","REAL","10","No","20","No","","Yes","None (to/from float)","","No","","","","","","","","0","0","No","","","","","Yes","No","1","","","No","No","0"
"\\Address Space\OPC_SERVER\Virtual_Box\EvalPar_ZRU6_ZRU6","ZRU6_ZRU6_EvalPar_Cell2_PM130_Sc","No","","Holding Register (word, r/w)","Yes","No","347","No","0","1","REAL","10","No","20","No","","Yes","None (to/from float)","","No","","","","","","","","0","0","No","","","","","Yes","No","1","","","No","No","0"
"\\Address Space\OPC_SERVER\Virtual_Box\EvalPar_ZRU6_ZRU6","ZRU6_ZRU6_EvalPar_Cell2_PM130_f","No","","Holding Register (word, r/w)","Yes","No","349","No","0","1","REAL","10","No","20","No","","Yes","None (to/from float)","","No","","","","","","","","0","0","No","","","","","Yes","No","1","","","No","No","0"
"\\Address Space\OPC_SERVER\Virtual_Box\EvalPar_ZRU6_ZRU6","ZRU6_ZRU6_EvalPar_Cell2_PM130_cosa","No","","Holding Register (word, r/w)","Yes","No","351","No","0","1","REAL","10","No","20","No","","Yes","None (to/from float)","","No","","","","","","","","0","0","No","","","","","Yes","No","1","","","No","No","0"
"\\Address Space\OPC_SERVER\Virtual_Box\EvalPar_ZRU6_ZRU6","ZRU6_ZRU6_EvalPar_Cell2_PM130_cosb","No","","Holding Register (word, r/w)","Yes","No","353","No","0","1","REAL","10","No","20","No","","Yes","None (to/from float)","","No","","","","","","","","0","0","No","","","","","Yes","No","1","","","No","No","0"
"\\Address Space\OPC_SERVER\Virtual_Box\EvalPar_ZRU6_ZRU6","ZRU6_ZRU6_EvalPar_Cell2_PM130_cosc","No","","Holding Register (word, r/w)","Yes","No","355","No","0","1","REAL","10","No","20","No","","Yes","None (to/from float)","","No","","","","","","","","0","0","No","","","","","Yes","No","1","","","No","No","0"
"\\Address Space\OPC_SERVER\Virtual_Box\EvalPar_ZRU6_ZRU6","ZRU6_ZRU6_EvalPar_Cell2_PM130_Phase_Shift_Ua","No","","Holding Register (word, r/w)","Yes","No","357","No","0","1","REAL","10","No","20","No","","Yes","None (to/from float)","","No","","","","","","","","0","0","No","","","","","Yes","No","1","","","No","No","0"
"\\Address Space\OPC_SERVER\Virtual_Box\EvalPar_ZRU6_ZRU6","ZRU6_ZRU6_EvalPar_Cell2_PM130_Phase_Shift_Ub","No","","Holding Register (word, r/w)","Yes","No","359","No","0","1","REAL","10","No","20","No","","Yes","None (to/from float)","","No","","","","","","","","0","0","No","","","","","Yes","No","1","","","No","No","0"
"\\Address Space\OPC_SERVER\Virtual_Box\EvalPar_ZRU6_ZRU6","ZRU6_ZRU6_EvalPar_Cell2_PM130_Phase_Shift_Uc","No","","Holding Register (word, r/w)","Yes","No","361","No","0","1","REAL","10","No","20","No","","Yes","None (to/from float)","","No","","","","","","","","0","0","No","","","","","Yes","No","1","","","No","No","0"
"\\Address Space\OPC_SERVER\Virtual_Box\EvalPar_ZRU6_ZRU6","ZRU6_ZRU6_EvalPar_Cell2_PM130_Mean_Ia","No","","Holding Register (word, r/w)","Yes","No","363","No","0","1","REAL","10","No","20","No","","Yes","None (to/from float)","","No","","","","","","","","0","0","No","","","","","Yes","No","1","","","No","No","0"
"\\Address Space\OPC_SERVER\Virtual_Box\EvalPar_ZRU6_ZRU6","ZRU6_ZRU6_EvalPar_Cell2_PM130_Mean_Ib","No","","Holding Register (word, r/w)","Yes","No","365","No","0","1","REAL","10","No","20","No","","Yes","None (to/from float)","","No","","","","","","","","0","0","No","","","","","Yes","No","1","","","No","No","0"
"\\Address Space\OPC_SERVER\Virtual_Box\EvalPar_ZRU6_ZRU6","ZRU6_ZRU6_EvalPar_Cell2_PM130_Mean_Ic","No","","Holding Register (word, r/w)","Yes","No","367","No","0","1","REAL","10","No","20","No","","Yes","None (to/from float)","","No","","","","","","","","0","0","No","","","","","Yes","No","1","","","No","No","0"
"\\Address Space\OPC_SERVER\Virtual_Box\EvalPar_ZRU6_ZRU6","ZRU6_ZRU6_EvalPar_Cell2_PM130_P","No","","Holding Register (word, r/w)","Yes","No","369","No","0","1","REAL","10","No","20","No","","Yes","None (to/from float)","","No","","","","","","","","0","0","No","","","","","Yes","No","1","","","No","No","0"
"\\Address Space\OPC_SERVER\Virtual_Box\EvalPar_ZRU6_ZRU6","ZRU6_ZRU6_EvalPar_Cell2_PM130_Q","No","","Holding Register (word, r/w)","Yes","No","371","No","0","1","REAL","10","No","20","No","","Yes","None (to/from float)","","No","","","","","","","","0","0","No","","","","","Yes","No","1","","","No","No","0"
"\\Address Space\OPC_SERVER\Virtual_Box\EvalPar_ZRU6_ZRU6","ZRU6_ZRU6_EvalPar_Cell2_PM130_S","No","","Holding Register (word, r/w)","Yes","No","373","No","0","1","REAL","10","No","20","No","","Yes","None (to/from float)","","No","","","","","","","","0","0","No","","","","","Yes","No","1","","","No","No","0"
"\\Address Space\OPC_SERVER\Virtual_Box\EvalPar_ZRU6_ZRU6","ZRU6_ZRU6_EvalPar_Cell3_PM130_Ia","No","","Holding Register (word, r/w)","Yes","No","377","No","0","1","REAL","10","No","20","No","","Yes","None (to/from float)","","No","","","","","","","","0","0","No","","","","","Yes","No","1","","","No","No","0"
"\\Address Space\OPC_SERVER\Virtual_Box\EvalPar_ZRU6_ZRU6","ZRU6_ZRU6_EvalPar_Cell3_PM130_Ib","No","","Holding Register (word, r/w)","Yes","No","379","No","0","1","REAL","10","No","20","No","","Yes","None (to/from float)","","No","","","","","","","","0","0","No","","","","","Yes","No","1","","","No","No","0"
"\\Address Space\OPC_SERVER\Virtual_Box\EvalPar_ZRU6_ZRU6","ZRU6_ZRU6_EvalPar_Cell3_PM130_Ic","No","","Holding Register (word, r/w)","Yes","No","381","No","0","1","REAL","10","No","20","No","","Yes","None (to/from float)","","No","","","","","","","","0","0","No","","","","","Yes","No","1","","","No","No","0"
"\\Address Space\OPC_SERVER\Virtual_Box\EvalPar_ZRU6_ZRU6","ZRU6_ZRU6_EvalPar_Cell3_PM130_Ua","No","","Holding Register (word, r/w)","Yes","No","383","No","0","1","REAL","10","No","20","No","","Yes","None (to/from float)","","No","","","","","","","","0","0","No","","","","","Yes","No","1","","","No","No","0"
"\\Address Space\OPC_SERVER\Virtual_Box\EvalPar_ZRU6_ZRU6","ZRU6_ZRU6_EvalPar_Cell3_PM130_Ub","No","","Holding Register (word, r/w)","Yes","No","385","No","0","1","REAL","10","No","20","No","","Yes","None (to/from float)","","No","","","","","","","","0","0","No","","","","","Yes","No","1","","","No","No","0"
"\\Address Space\OPC_SERVER\Virtual_Box\EvalPar_ZRU6_ZRU6","ZRU6_ZRU6_EvalPar_Cell3_PM130_Uc","No","","Holding Register (word, r/w)","Yes","No","387","No","0","1","REAL","10","No","20","No","","Yes","None (to/from float)","","No","","","","","","","","0","0","No","","","","","Yes","No","1","","","No","No","0"
"\\Address Space\OPC_SERVER\Virtual_Box\EvalPar_ZRU6_ZRU6","ZRU6_ZRU6_EvalPar_Cell3_PM130_Uab","No","","Holding Register (word, r/w)","Yes","No","389","No","0","1","REAL","10","No","20","No","","Yes","None (to/from float)","","No","","","","","","","","0","0","No","","","","","Yes","No","1","","","No","No","0"
"\\Address Space\OPC_SERVER\Virtual_Box\EvalPar_ZRU6_ZRU6","ZRU6_ZRU6_EvalPar_Cell3_PM130_Ubc","No","","Holding Register (word, r/w)","Yes","No","391","No","0","1","REAL","10","No","20","No","","Yes","None (to/from float)","","No","","","","","","","","0","0","No","","","","","Yes","No","1","","","No","No","0"
"\\Address Space\OPC_SERVER\Virtual_Box\EvalPar_ZRU6_ZRU6","ZRU6_ZRU6_EvalPar_Cell3_PM130_Uca","No","","Holding Register (word, r/w)","Yes","No","393","No","0","1","REAL","10","No","20","No","","Yes","None (to/from float)","","No","","","","","","","","0","0","No","","","","","Yes","No","1","","","No","No","0"
"\\Address Space\OPC_SERVER\Virtual_Box\EvalPar_ZRU6_ZRU6","ZRU6_ZRU6_EvalPar_Cell3_PM130_Pa","No","","Holding Register (word, r/w)","Yes","No","395","No","0","1","REAL","10","No","20","No","","Yes","None (to/from float)","","No","","","","","","","","0","0","No","","","","","Yes","No","1","","","No","No","0"
"\\Address Space\OPC_SERVER\Virtual_Box\EvalPar_ZRU6_ZRU6","ZRU6_ZRU6_EvalPar_Cell3_PM130_Pb","No","","Holding Register (word, r/w)","Yes","No","397","No","0","1","REAL","10","No","20","No","","Yes","None (to/from float)","","No","","","","","","","","0","0","No","","","","","Yes","No","1","","","No","No","0"
"\\Address Space\OPC_SERVER\Virtual_Box\EvalPar_ZRU6_ZRU6","ZRU6_ZRU6_EvalPar_Cell3_PM130_Pc","No","","Holding Register (word, r/w)","Yes","No","399","No","0","1","REAL","10","No","20","No","","Yes","None (to/from float)","","No","","","","","","","","0","0","No","","","","","Yes","No","1","","","No","No","0"
"\\Address Space\OPC_SERVER\Virtual_Box\EvalPar_ZRU6_ZRU6","ZRU6_ZRU6_EvalPar_Cell3_PM130_Qa","No","","Holding Register (word, r/w)","Yes","No","401","No","0","1","REAL","10","No","20","No","","Yes","None (to/from float)","","No","","","","","","","","0","0","No","","","","","Yes","No","1","","","No","No","0"
"\\Address Space\OPC_SERVER\Virtual_Box\EvalPar_ZRU6_ZRU6","ZRU6_ZRU6_EvalPar_Cell3_PM130_Qb","No","","Holding Register (word, r/w)","Yes","No","403","No","0","1","REAL","10","No","20","No","","Yes","None (to/from float)","","No","","","","","","","","0","0","No","","","","","Yes","No","1","","","No","No","0"
"\\Address Space\OPC_SERVER\Virtual_Box\EvalPar_ZRU6_ZRU6","ZRU6_ZRU6_EvalPar_Cell3_PM130_Qc","No","","Holding Register (word, r/w)","Yes","No","405","No","0","1","REAL","10","No","20","No","","Yes","None (to/from float)","","No","","","","","","","","0","0","No","","","","","Yes","No","1","","","No","No","0"
"\\Address Space\OPC_SERVER\Virtual_Box\EvalPar_ZRU6_ZRU6","ZRU6_ZRU6_EvalPar_Cell3_PM130_Sa","No","","Holding Register (word, r/w)","Yes","No","407","No","0","1","REAL","10","No","20","No","","Yes","None (to/from float)","","No","","","","","","","","0","0","No","","","","","Yes","No","1","","","No","No","0"
"\\Address Space\OPC_SERVER\Virtual_Box\EvalPar_ZRU6_ZRU6","ZRU6_ZRU6_EvalPar_Cell3_PM130_Sb","No","","Holding Register (word, r/w)","Yes","No","409","No","0","1","REAL","10","No","20","No","","Yes","None (to/from float)","","No","","","","","","","","0","0","No","","","","","Yes","No","1","","","No","No","0"
"\\Address Space\OPC_SERVER\Virtual_Box\EvalPar_ZRU6_ZRU6","ZRU6_ZRU6_EvalPar_Cell3_PM130_Sc","No","","Holding Register (word, r/w)","Yes","No","411","No","0","1","REAL","10","No","20","No","","Yes","None (to/from float)","","No","","","","","","","","0","0","No","","","","","Yes","No","1","","","No","No","0"
"\\Address Space\OPC_SERVER\Virtual_Box\EvalPar_ZRU6_ZRU6","ZRU6_ZRU6_EvalPar_Cell3_PM130_f","No","","Holding Register (word, r/w)","Yes","No","413","No","0","1","REAL","10","No","20","No","","Yes","None (to/from float)","","No","","","","","","","","0","0","No","","","","","Yes","No","1","","","No","No","0"
"\\Address Space\OPC_SERVER\Virtual_Box\EvalPar_ZRU6_ZRU6","ZRU6_ZRU6_EvalPar_Cell3_PM130_cosa","No","","Holding Register (word, r/w)","Yes","No","415","No","0","1","REAL","10","No","20","No","","Yes","None (to/from float)","","No","","","","","","","","0","0","No","","","","","Yes","No","1","","","No","No","0"
